date,AAPL
2016-07-01,26
2016-07-02,6
2016-07-03,5
2016-07-04,6
2016-07-05,23
2016-07-06,26
2016-07-07,22
2016-07-08,26
2016-07-09,7
2016-07-10,4
2016-07-11,26
2016-07-12,27
2016-07-13,23
2016-07-14,24
2016-07-15,27
2016-07-16,6
2016-07-17,4
2016-07-18,29
2016-07-19,28
2016-07-20,31
2016-07-21,29
2016-07-22,29
2016-07-23,7
2016-07-24,6
2016-07-25,31
2016-07-26,80
2016-07-27,100
2016-07-28,51
2016-07-29,36
2016-07-30,10
2016-07-31,5
2016-08-01,30
2016-08-02,34
2016-08-03,29
2016-08-04,28
2016-08-05,31
2016-08-06,9
2016-08-07,6
2016-08-08,32
2016-08-09,32
2016-08-10,31
2016-08-11,26
2016-08-12,25
2016-08-13,5
2016-08-14,4
2016-08-15,30
2016-08-16,34
2016-08-17,27
2016-08-18,23
2016-08-19,21
2016-08-20,8
2016-08-21,5
2016-08-22,23
2016-08-23,25
2016-08-24,23
2016-08-25,23
2016-08-26,21
2016-08-27,6
2016-08-28,5
2016-08-29,23
2016-08-30,45
2016-08-31,25
2016-09-01,23
2016-09-02,25
2016-09-03,6
2016-09-04,4
2016-09-05,7
2016-09-06,24
2016-09-07,63
2016-09-08,51
2016-09-09,37
2016-09-10,11
2016-09-11,6
2016-09-12,32
2016-09-13,40
2016-09-14,49
2016-09-15,55
2016-09-16,52
2016-09-17,13
2016-09-18,6
2016-09-19,36
2016-09-20,27
2016-09-21,33
2016-09-22,31
2016-09-23,35
2016-09-24,8
2016-09-25,6
2016-09-26,28
2016-09-27,28
2016-09-28,27
2016-09-29,27
2016-09-30,23
2016-10-01,5
