date,MSFT
2015-04-01,23
2015-04-02,27
2015-04-03,18
2015-04-04,11
2015-04-05,5
2015-04-06,24
2015-04-07,28
2015-04-08,28
2015-04-09,24
2015-04-10,29
2015-04-11,10
2015-04-12,9
2015-04-13,23
2015-04-14,22
2015-04-15,30
2015-04-16,28
2015-04-17,25
2015-04-18,8
2015-04-19,8
2015-04-20,34
2015-04-21,24
2015-04-22,24
2015-04-23,63
2015-04-24,100
2015-04-25,33
2015-04-26,14
2015-04-27,47
2015-04-28,54
2015-04-29,52
2015-04-30,50
2015-05-01,46
2015-05-02,14
2015-05-03,11
2015-05-04,36
2015-05-05,32
2015-05-06,34
2015-05-07,29
2015-05-08,32
2015-05-09,11
2015-05-10,5
2015-05-11,29
2015-05-12,23
2015-05-13,25
2015-05-14,28
2015-05-15,27
2015-05-16,14
2015-05-17,7
2015-05-18,25
2015-05-19,26
2015-05-20,22
2015-05-21,19
2015-05-22,23
2015-05-23,6
2015-05-24,9
2015-05-25,11
2015-05-26,25
2015-05-27,20
2015-05-28,22
2015-05-29,22
2015-05-30,8
2015-05-31,8
2015-06-01,23
2015-06-02,20
2015-06-03,24
2015-06-04,21
2015-06-05,24
2015-06-06,7
2015-06-07,5
2015-06-08,21
2015-06-09,20
2015-06-10,18
2015-06-11,25
2015-06-12,13
2015-06-13,6
2015-06-14,3
2015-06-15,15
2015-06-16,27
2015-06-17,28
2015-06-18,26
2015-06-19,19
2015-06-20,7
2015-06-21,8
2015-06-22,21
2015-06-23,19
2015-06-24,23
2015-06-25,18
2015-06-26,16
2015-06-27,7
2015-06-28,4
2015-06-29,35
2015-06-30,28
2015-07-01,23
