date,MSFT
2019-10-01,35
2019-10-02,39
2019-10-03,41
2019-10-04,34
2019-10-05,10
2019-10-06,6
2019-10-07,28
2019-10-08,34
2019-10-09,30
2019-10-10,37
2019-10-11,40
2019-10-12,13
2019-10-13,5
2019-10-14,27
2019-10-15,39
2019-10-16,39
2019-10-17,36
2019-10-18,38
2019-10-19,14
2019-10-20,7
2019-10-21,41
2019-10-22,50
2019-10-23,100
2019-10-24,83
2019-10-25,59
2019-10-26,59
2019-10-27,21
2019-10-28,77
2019-10-29,60
2019-10-30,52
2019-10-31,48
2019-11-01,43
2019-11-02,13
2019-11-03,10
2019-11-04,41
2019-11-05,42
2019-11-06,37
2019-11-07,40
2019-11-08,39
2019-11-09,15
2019-11-10,9
2019-11-11,32
2019-11-12,44
2019-11-13,43
2019-11-14,39
2019-11-15,48
2019-11-16,19
2019-11-17,11
2019-11-18,46
2019-11-19,50
2019-11-20,42
2019-11-21,41
2019-11-22,41
2019-11-23,13
2019-11-24,4
2019-11-25,39
2019-11-26,43
2019-11-27,40
2019-11-28,16
2019-11-29,22
2019-11-30,9
2019-12-01,7
2019-12-02,40
2019-12-03,40
2019-12-04,40
2019-12-05,35
2019-12-06,38
2019-12-07,12
2019-12-08,7
2019-12-09,33
2019-12-10,33
2019-12-11,27
2019-12-12,37
2019-12-13,43
2019-12-14,18
2019-12-15,9
2019-12-16,42
2019-12-17,42
2019-12-18,38
2019-12-19,42
2019-12-20,43
2019-12-21,14
2019-12-22,9
2019-12-23,36
2019-12-24,32
2019-12-25,14
2019-12-26,37
2019-12-27,40
2019-12-28,13
2019-12-29,10
2019-12-30,38
2019-12-31,39
2020-01-01,14
