date,AAPL
2012-07-01,9
2012-07-02,27
2012-07-03,29
2012-07-04,13
2012-07-05,34
2012-07-06,37
2012-07-07,13
2012-07-08,8
2012-07-09,25
2012-07-10,34
2012-07-11,29
2012-07-12,31
2012-07-13,28
2012-07-14,11
2012-07-15,8
2012-07-16,30
2012-07-17,29
2012-07-18,29
2012-07-19,31
2012-07-20,30
2012-07-21,11
2012-07-22,7
2012-07-23,35
2012-07-24,81
2012-07-25,74
2012-07-26,48
2012-07-27,37
2012-07-28,13
2012-07-29,8
2012-07-30,34
2012-07-31,42
2012-08-01,36
2012-08-02,33
2012-08-03,35
2012-08-04,13
2012-08-05,6
2012-08-06,33
2012-08-07,31
2012-08-08,29
2012-08-09,30
2012-08-10,30
2012-08-11,10
2012-08-12,9
2012-08-13,31
2012-08-14,40
2012-08-15,36
2012-08-16,37
2012-08-17,50
2012-08-18,21
2012-08-19,12
2012-08-20,60
2012-08-21,61
2012-08-22,48
2012-08-23,42
2012-08-24,50
2012-08-25,41
2012-08-26,19
2012-08-27,59
2012-08-28,47
2012-08-29,42
2012-08-30,37
2012-08-31,40
2012-09-01,12
2012-09-02,9
2012-09-03,11
2012-09-04,40
2012-09-05,39
2012-09-06,39
2012-09-07,47
2012-09-08,15
2012-09-09,10
2012-09-10,46
2012-09-11,51
2012-09-12,100
2012-09-13,78
2012-09-14,70
2012-09-15,25
2012-09-16,13
2012-09-17,66
2012-09-18,63
2012-09-19,57
2012-09-20,49
2012-09-21,62
2012-09-22,20
2012-09-23,14
2012-09-24,54
2012-09-25,54
2012-09-26,52
2012-09-27,54
2012-09-28,47
2012-09-29,15
2012-09-30,11
2012-10-01,46
