date,AAPL
2012-10-01,49
2012-10-02,48
2012-10-03,45
2012-10-04,51
2012-10-05,55
2012-10-06,19
2012-10-07,11
2012-10-08,51
2012-10-09,59
2012-10-10,54
2012-10-11,57
2012-10-12,53
2012-10-13,14
2012-10-14,11
2012-10-15,50
2012-10-16,55
2012-10-17,51
2012-10-18,56
2012-10-19,61
2012-10-20,18
2012-10-21,13
2012-10-22,56
2012-10-23,93
2012-10-24,77
2012-10-25,99
2012-10-26,100
2012-10-27,23
2012-10-28,12
2012-10-29,32
2012-10-30,34
2012-10-31,65
2012-11-01,56
2012-11-02,63
2012-11-03,20
2012-11-04,13
2012-11-05,59
2012-11-06,51
2012-11-07,66
2012-11-08,78
2012-11-09,68
2012-11-10,20
2012-11-11,12
2012-11-12,54
2012-11-13,56
2012-11-14,54
2012-11-15,60
2012-11-16,63
2012-11-17,19
2012-11-18,14
2012-11-19,64
2012-11-20,63
2012-11-21,48
2012-11-22,20
2012-11-23,39
2012-11-24,17
2012-11-25,12
2012-11-26,53
2012-11-27,57
2012-11-28,52
2012-11-29,51
2012-11-30,51
2012-12-01,16
2012-12-02,9
2012-12-03,49
2012-12-04,43
2012-12-05,67
2012-12-06,82
2012-12-07,66
2012-12-08,25
2012-12-09,13
2012-12-10,54
2012-12-11,53
2012-12-12,51
2012-12-13,52
2012-12-14,65
2012-12-15,24
2012-12-16,14
2012-12-17,77
2012-12-18,70
2012-12-19,57
2012-12-20,53
2012-12-21,54
2012-12-22,17
2012-12-23,10
2012-12-24,36
2012-12-25,14
2012-12-26,39
2012-12-27,43
2012-12-28,48
2012-12-29,18
2012-12-30,14
2012-12-31,51
2013-01-01,24
