date,GOOG
2017-10-01,52
2017-10-02,75
2017-10-03,71
2017-10-04,70
2017-10-05,70
2017-10-06,73
2017-10-07,56
2017-10-08,53
2017-10-09,71
2017-10-10,73
2017-10-11,75
2017-10-12,75
2017-10-13,67
2017-10-14,56
2017-10-15,55
2017-10-16,74
2017-10-17,75
2017-10-18,68
2017-10-19,77
2017-10-20,63
2017-10-21,54
2017-10-22,49
2017-10-23,73
2017-10-24,77
2017-10-25,73
2017-10-26,99
2017-10-27,100
2017-10-28,60
2017-10-29,55
2017-10-30,76
2017-10-31,75
2017-11-01,76
2017-11-02,78
2017-11-03,77
2017-11-04,54
2017-11-05,53
2017-11-06,79
2017-11-07,74
2017-11-08,79
2017-11-09,80
2017-11-10,69
2017-11-11,58
2017-11-12,57
2017-11-13,74
2017-11-14,80
2017-11-15,78
2017-11-16,74
2017-11-17,72
2017-11-18,59
2017-11-19,57
2017-11-20,77
2017-11-21,75
2017-11-22,70
2017-11-23,61
2017-11-24,61
2017-11-25,54
2017-11-26,56
2017-11-27,73
2017-11-28,72
2017-11-29,79
2017-11-30,77
2017-12-01,70
2017-12-02,58
2017-12-03,51
2017-12-04,78
2017-12-05,77
2017-12-06,77
2017-12-07,75
2017-12-08,74
2017-12-09,51
2017-12-10,53
2017-12-11,74
2017-12-12,76
2017-12-13,75
2017-12-14,71
2017-12-15,71
2017-12-16,58
2017-12-17,52
2017-12-18,77
2017-12-19,71
2017-12-20,70
2017-12-21,63
2017-12-22,63
2017-12-23,53
2017-12-24,55
2017-12-25,53
2017-12-26,59
2017-12-27,64
2017-12-28,59
2017-12-29,57
2017-12-30,54
2017-12-31,50
2018-01-01,53
