date,META
2012-10-01,96
2012-10-02,91
2012-10-03,97
2012-10-04,96
2012-10-05,90
2012-10-06,67
2012-10-07,71
2012-10-08,89
2012-10-09,89
2012-10-10,89
2012-10-11,94
2012-10-12,85
2012-10-13,68
2012-10-14,67
2012-10-15,83
2012-10-16,93
2012-10-17,87
2012-10-18,96
2012-10-19,89
2012-10-20,65
2012-10-21,70
2012-10-22,91
2012-10-23,87
2012-10-24,87
2012-10-25,93
2012-10-26,83
2012-10-27,66
2012-10-28,69
2012-10-29,88
2012-10-30,84
2012-10-31,85
2012-11-01,88
2012-11-02,78
2012-11-03,69
2012-11-04,71
2012-11-05,96
2012-11-06,85
2012-11-07,86
2012-11-08,100
2012-11-09,86
2012-11-10,75
2012-11-11,68
2012-11-12,81
2012-11-13,93
2012-11-14,82
2012-11-15,90
2012-11-16,79
2012-11-17,69
2012-11-18,66
2012-11-19,82
2012-11-20,84
2012-11-21,87
2012-11-22,88
2012-11-23,87
2012-11-24,69
2012-11-25,70
2012-11-26,84
2012-11-27,82
2012-11-28,83
2012-11-29,92
2012-11-30,86
2012-12-01,71
2012-12-02,81
2012-12-03,83
2012-12-04,84
2012-12-05,84
2012-12-06,86
2012-12-07,81
2012-12-08,67
2012-12-09,81
2012-12-10,84
2012-12-11,79
2012-12-12,82
2012-12-13,87
2012-12-14,79
2012-12-15,67
2012-12-16,66
2012-12-17,75
2012-12-18,76
2012-12-19,81
2012-12-20,82
2012-12-21,69
2012-12-22,56
2012-12-23,61
2012-12-24,62
2012-12-25,63
2012-12-26,72
2012-12-27,79
2012-12-28,71
2012-12-29,65
2012-12-30,60
2012-12-31,56
2013-01-01,58
