date,AAPL
2019-04-01,31
2019-04-02,35
2019-04-03,35
2019-04-04,35
2019-04-05,32
2019-04-06,9
2019-04-07,4
2019-04-08,36
2019-04-09,43
2019-04-10,36
2019-04-11,35
2019-04-12,34
2019-04-13,9
2019-04-14,7
2019-04-15,27
2019-04-16,36
2019-04-17,37
2019-04-18,34
2019-04-19,17
2019-04-20,6
2019-04-21,6
2019-04-22,29
2019-04-23,36
2019-04-24,35
2019-04-25,38
2019-04-26,32
2019-04-27,8
2019-04-28,5
2019-04-29,35
2019-04-30,89
2019-05-01,100
2019-05-02,48
2019-05-03,37
2019-05-04,10
2019-05-05,7
2019-05-06,42
2019-05-07,39
2019-05-08,34
2019-05-09,34
2019-05-10,36
2019-05-11,9
2019-05-12,6
2019-05-13,53
2019-05-14,44
2019-05-15,35
2019-05-16,32
2019-05-17,27
2019-05-18,9
2019-05-19,5
2019-05-20,33
2019-05-21,32
2019-05-22,30
2019-05-23,33
2019-05-24,29
2019-05-25,8
2019-05-26,4
2019-05-27,8
2019-05-28,27
2019-05-29,29
2019-05-30,25
2019-05-31,28
2019-06-01,8
2019-06-02,5
2019-06-03,35
2019-06-04,36
2019-06-05,33
2019-06-06,30
2019-06-07,30
2019-06-08,9
2019-06-09,6
2019-06-10,28
2019-06-11,30
2019-06-12,26
2019-06-13,26
2019-06-14,24
2019-06-15,6
2019-06-16,3
2019-06-17,24
2019-06-18,30
2019-06-19,29
2019-06-20,30
2019-06-21,25
2019-06-22,6
2019-06-23,4
2019-06-24,23
2019-06-25,24
2019-06-26,27
2019-06-27,31
2019-06-28,33
2019-06-29,6
2019-06-30,5
2019-07-01,31
