date,META
2021-01-01,41
2021-01-02,41
2021-01-03,41
2021-01-04,47
2021-01-05,50
2021-01-06,47
2021-01-07,56
2021-01-08,46
2021-01-09,43
2021-01-10,37
2021-01-11,42
2021-01-12,48
2021-01-13,54
2021-01-14,66
2021-01-15,52
2021-01-16,46
2021-01-17,46
2021-01-18,46
2021-01-19,48
2021-01-20,48
2021-01-21,57
2021-01-22,51
2021-01-23,44
2021-01-24,42
2021-01-25,48
2021-01-26,51
2021-01-27,52
2021-01-28,56
2021-01-29,48
2021-01-30,40
2021-01-31,43
2021-02-01,49
2021-02-02,48
2021-02-03,50
2021-02-04,56
2021-02-05,48
2021-02-06,42
2021-02-07,38
2021-02-08,45
2021-02-09,48
2021-02-10,48
2021-02-11,58
2021-02-12,49
2021-02-13,42
2021-02-14,40
2021-02-15,46
2021-02-16,46
2021-02-17,46
2021-02-18,63
2021-02-19,47
2021-02-20,44
2021-02-21,39
2021-02-22,51
2021-02-23,50
2021-02-24,50
2021-02-25,62
2021-02-26,51
2021-02-27,48
2021-02-28,48
2021-03-01,47
2021-03-02,48
2021-03-03,58
2021-03-04,82
2021-03-05,80
2021-03-06,100
2021-03-07,89
2021-03-08,54
2021-03-09,51
2021-03-10,53
2021-03-11,66
2021-03-12,54
2021-03-13,46
2021-03-14,46
2021-03-15,48
2021-03-16,57
2021-03-17,55
2021-03-18,64
2021-03-19,52
2021-03-20,48
2021-03-21,45
2021-03-22,51
2021-03-23,52
2021-03-24,54
2021-03-25,62
2021-03-26,51
2021-03-27,46
2021-03-28,43
2021-03-29,48
2021-03-30,50
2021-03-31,55
2021-04-01,64
