date,META
2016-04-01,82
2016-04-02,66
2016-04-03,70
2016-04-04,87
2016-04-05,86
2016-04-06,80
2016-04-07,91
2016-04-08,85
2016-04-09,65
2016-04-10,65
2016-04-11,81
2016-04-12,82
2016-04-13,84
2016-04-14,96
2016-04-15,79
2016-04-16,72
2016-04-17,64
2016-04-18,88
2016-04-19,82
2016-04-20,90
2016-04-21,92
2016-04-22,77
2016-04-23,62
2016-04-24,62
2016-04-25,84
2016-04-26,84
2016-04-27,94
2016-04-28,96
2016-04-29,82
2016-04-30,67
2016-05-01,72
2016-05-02,81
2016-05-03,84
2016-05-04,86
2016-05-05,95
2016-05-06,80
2016-05-07,64
2016-05-08,63
2016-05-09,79
2016-05-10,90
2016-05-11,90
2016-05-12,98
2016-05-13,81
2016-05-14,74
2016-05-15,64
2016-05-16,83
2016-05-17,86
2016-05-18,90
2016-05-19,98
2016-05-20,87
2016-05-21,69
2016-05-22,61
2016-05-23,85
2016-05-24,93
2016-05-25,96
2016-05-26,99
2016-05-27,78
2016-05-28,63
2016-05-29,68
2016-05-30,80
2016-05-31,86
2016-06-01,91
2016-06-02,100
2016-06-03,84
2016-06-04,68
2016-06-05,62
2016-06-06,80
2016-06-07,85
2016-06-08,85
2016-06-09,97
2016-06-10,81
2016-06-11,65
2016-06-12,63
2016-06-13,77
2016-06-14,87
2016-06-15,82
2016-06-16,87
2016-06-17,83
2016-06-18,63
2016-06-19,61
2016-06-20,73
2016-06-21,76
2016-06-22,81
2016-06-23,86
2016-06-24,78
2016-06-25,65
2016-06-26,62
2016-06-27,76
2016-06-28,85
2016-06-29,79
2016-06-30,91
2016-07-01,81
