date,MSFT
2014-01-01,12
2014-01-02,26
2014-01-03,25
2014-01-04,15
2014-01-05,9
2014-01-06,26
2014-01-07,31
2014-01-08,29
2014-01-09,20
2014-01-10,20
2014-01-11,8
2014-01-12,7
2014-01-13,26
2014-01-14,32
2014-01-15,28
2014-01-16,32
2014-01-17,23
2014-01-18,12
2014-01-19,8
2014-01-20,16
2014-01-21,24
2014-01-22,29
2014-01-23,55
2014-01-24,82
2014-01-25,15
2014-01-26,10
2014-01-27,32
2014-01-28,31
2014-01-29,22
2014-01-30,36
2014-01-31,46
2014-02-01,16
2014-02-02,10
2014-02-03,25
2014-02-04,100
2014-02-05,41
2014-02-06,34
2014-02-07,29
2014-02-08,9
2014-02-09,10
2014-02-10,29
2014-02-11,28
2014-02-12,26
2014-02-13,28
2014-02-14,25
2014-02-15,15
2014-02-16,9
2014-02-17,17
2014-02-18,29
2014-02-19,25
2014-02-20,29
2014-02-21,26
2014-02-22,10
2014-02-23,11
2014-02-24,25
2014-02-25,23
2014-02-26,29
2014-02-27,22
2014-02-28,26
2014-03-01,15
2014-03-02,12
2014-03-03,24
2014-03-04,32
2014-03-05,24
2014-03-06,27
2014-03-07,19
2014-03-08,9
2014-03-09,10
2014-03-10,18
2014-03-11,25
2014-03-12,26
2014-03-13,24
2014-03-14,22
2014-03-15,8
2014-03-16,7
2014-03-17,18
2014-03-18,39
2014-03-19,39
2014-03-20,38
2014-03-21,32
2014-03-22,12
2014-03-23,10
2014-03-24,23
2014-03-25,32
2014-03-26,27
2014-03-27,44
2014-03-28,42
2014-03-29,12
2014-03-30,7
2014-03-31,31
2014-04-01,37
