date,GOOG
2021-04-01,65
2021-04-02,51
2021-04-03,42
2021-04-04,39
2021-04-05,62
2021-04-06,65
2021-04-07,62
2021-04-08,63
2021-04-09,64
2021-04-10,44
2021-04-11,44
2021-04-12,61
2021-04-13,66
2021-04-14,62
2021-04-15,63
2021-04-16,60
2021-04-17,45
2021-04-18,39
2021-04-19,68
2021-04-20,64
2021-04-21,67
2021-04-22,61
2021-04-23,61
2021-04-24,45
2021-04-25,40
2021-04-26,69
2021-04-27,98
2021-04-28,100
2021-04-29,77
2021-04-30,64
2021-05-01,43
2021-05-02,40
2021-05-03,65
2021-05-04,66
2021-05-05,62
2021-05-06,70
2021-05-07,63
2021-05-08,44
2021-05-09,42
2021-05-10,70
2021-05-11,64
2021-05-12,60
2021-05-13,59
2021-05-14,54
2021-05-15,43
2021-05-16,40
2021-05-17,65
2021-05-18,60
2021-05-19,58
2021-05-20,64
2021-05-21,57
2021-05-22,41
2021-05-23,40
2021-05-24,61
2021-05-25,67
2021-05-26,69
2021-05-27,62
2021-05-28,66
2021-05-29,45
2021-05-30,42
2021-05-31,55
2021-06-01,67
2021-06-02,65
2021-06-03,60
2021-06-04,67
2021-06-05,43
2021-06-06,41
2021-06-07,67
2021-06-08,69
2021-06-09,63
2021-06-10,64
2021-06-11,60
2021-06-12,41
2021-06-13,38
2021-06-14,64
2021-06-15,66
2021-06-16,60
2021-06-17,58
2021-06-18,59
2021-06-19,43
2021-06-20,42
2021-06-21,64
2021-06-22,67
2021-06-23,58
2021-06-24,59
2021-06-25,58
2021-06-26,44
2021-06-27,44
2021-06-28,67
2021-06-29,62
2021-06-30,65
2021-07-01,62
