date,META
2022-01-01,22
2022-01-02,24
2022-01-03,25
2022-01-04,23
2022-01-05,25
2022-01-06,26
2022-01-07,28
2022-01-08,25
2022-01-09,25
2022-01-10,25
2022-01-11,25
2022-01-12,27
2022-01-13,25
2022-01-14,23
2022-01-15,25
2022-01-16,21
2022-01-17,22
2022-01-18,23
2022-01-19,24
2022-01-20,28
2022-01-21,26
2022-01-22,26
2022-01-23,25
2022-01-24,23
2022-01-25,23
2022-01-26,25
2022-01-27,27
2022-01-28,27
2022-01-29,26
2022-01-30,26
2022-01-31,27
2022-02-01,28
2022-02-02,36
2022-02-03,100
2022-02-04,89
2022-02-05,40
2022-02-06,33
2022-02-07,53
2022-02-08,53
2022-02-09,42
2022-02-10,33
2022-02-11,33
2022-02-12,27
2022-02-13,26
2022-02-14,32
2022-02-15,33
2022-02-16,35
2022-02-17,41
2022-02-18,37
2022-02-19,27
2022-02-20,26
2022-02-21,29
2022-02-22,31
2022-02-23,32
2022-02-24,33
2022-02-25,27
2022-02-26,23
2022-02-27,23
2022-02-28,25
2022-03-01,25
2022-03-02,25
2022-03-03,29
2022-03-04,26
2022-03-05,22
2022-03-06,22
2022-03-07,26
2022-03-08,26
2022-03-09,24
2022-03-10,28
2022-03-11,37
2022-03-12,26
2022-03-13,24
2022-03-14,27
2022-03-15,27
2022-03-16,26
2022-03-17,30
2022-03-18,26
2022-03-19,23
2022-03-20,23
2022-03-21,27
2022-03-22,26
2022-03-23,27
2022-03-24,30
2022-03-25,25
2022-03-26,21
2022-03-27,22
2022-03-28,26
2022-03-29,27
2022-03-30,26
2022-03-31,32
2022-04-01,25
