date,GOOG
2014-04-01,87
2014-04-02,90
2014-04-03,100
2014-04-04,93
2014-04-05,76
2014-04-06,69
2014-04-07,90
2014-04-08,87
2014-04-09,85
2014-04-10,85
2014-04-11,88
2014-04-12,74
2014-04-13,72
2014-04-14,87
2014-04-15,88
2014-04-16,91
2014-04-17,91
2014-04-18,82
2014-04-19,73
2014-04-20,75
2014-04-21,83
2014-04-22,92
2014-04-23,87
2014-04-24,84
2014-04-25,80
2014-04-26,72
2014-04-27,71
2014-04-28,91
2014-04-29,85
2014-04-30,90
2014-05-01,86
2014-05-02,81
2014-05-03,75
2014-05-04,75
2014-05-05,84
2014-05-06,83
2014-05-07,87
2014-05-08,86
2014-05-09,88
2014-05-10,77
2014-05-11,73
2014-05-12,87
2014-05-13,85
2014-05-14,85
2014-05-15,87
2014-05-16,76
2014-05-17,73
2014-05-18,73
2014-05-19,92
2014-05-20,86
2014-05-21,88
2014-05-22,91
2014-05-23,84
2014-05-24,78
2014-05-25,73
2014-05-26,79
2014-05-27,89
2014-05-28,84
2014-05-29,87
2014-05-30,86
2014-05-31,75
2014-06-01,76
2014-06-02,86
2014-06-03,86
2014-06-04,84
2014-06-05,81
2014-06-06,79
2014-06-07,77
2014-06-08,73
2014-06-09,86
2014-06-10,80
2014-06-11,79
2014-06-12,84
2014-06-13,78
2014-06-14,79
2014-06-15,74
2014-06-16,81
2014-06-17,81
2014-06-18,77
2014-06-19,83
2014-06-20,75
2014-06-21,68
2014-06-22,70
2014-06-23,81
2014-06-24,79
2014-06-25,72
2014-06-26,78
2014-06-27,73
2014-06-28,68
2014-06-29,67
2014-06-30,75
2014-07-01,75
