date,META
2016-01-01,60
2016-01-02,62
2016-01-03,59
2016-01-04,76
2016-01-05,77
2016-01-06,75
2016-01-07,81
2016-01-08,76
2016-01-09,63
2016-01-10,59
2016-01-11,72
2016-01-12,78
2016-01-13,76
2016-01-14,92
2016-01-15,75
2016-01-16,58
2016-01-17,61
2016-01-18,78
2016-01-19,72
2016-01-20,80
2016-01-21,95
2016-01-22,79
2016-01-23,70
2016-01-24,61
2016-01-25,78
2016-01-26,82
2016-01-27,85
2016-01-28,83
2016-01-29,79
2016-01-30,62
2016-01-31,63
2016-02-01,75
2016-02-02,80
2016-02-03,79
2016-02-04,86
2016-02-05,74
2016-02-06,61
2016-02-07,62
2016-02-08,78
2016-02-09,79
2016-02-10,91
2016-02-11,95
2016-02-12,84
2016-02-13,71
2016-02-14,88
2016-02-15,91
2016-02-16,81
2016-02-17,89
2016-02-18,100
2016-02-19,82
2016-02-20,60
2016-02-21,75
2016-02-22,82
2016-02-23,87
2016-02-24,84
2016-02-25,91
2016-02-26,80
2016-02-27,64
2016-02-28,71
2016-02-29,85
2016-03-01,82
2016-03-02,82
2016-03-03,93
2016-03-04,77
2016-03-05,68
2016-03-06,67
2016-03-07,80
2016-03-08,75
2016-03-09,76
2016-03-10,93
2016-03-11,80
2016-03-12,61
2016-03-13,60
2016-03-14,82
2016-03-15,83
2016-03-16,82
2016-03-17,86
2016-03-18,72
2016-03-19,59
2016-03-20,60
2016-03-21,77
2016-03-22,76
2016-03-23,83
2016-03-24,81
2016-03-25,76
2016-03-26,60
2016-03-27,66
2016-03-28,84
2016-03-29,79
2016-03-30,81
2016-03-31,93
2016-04-01,81
