date,AMZN
2013-04-01,18
2013-04-02,19
2013-04-03,18
2013-04-04,18
2013-04-05,24
2013-04-06,10
2013-04-07,7
2013-04-08,15
2013-04-09,19
2013-04-10,17
2013-04-11,20
2013-04-12,24
2013-04-13,12
2013-04-14,12
2013-04-15,18
2013-04-16,17
2013-04-17,17
2013-04-18,19
2013-04-19,16
2013-04-20,9
2013-04-21,8
2013-04-22,22
2013-04-23,27
2013-04-24,24
2013-04-25,87
2013-04-26,100
2013-04-27,20
2013-04-28,11
2013-04-29,34
2013-04-30,52
2013-05-01,38
2013-05-02,30
2013-05-03,31
2013-05-04,9
2013-05-05,5
2013-05-06,30
2013-05-07,28
2013-05-08,22
2013-05-09,23
2013-05-10,28
2013-05-11,12
2013-05-12,4
2013-05-13,26
2013-05-14,34
2013-05-15,31
2013-05-16,20
2013-05-17,24
2013-05-18,7
2013-05-19,7
2013-05-20,21
2013-05-21,22
2013-05-22,24
2013-05-23,30
2013-05-24,31
2013-05-25,5
2013-05-26,4
2013-05-27,3
2013-05-28,21
2013-05-29,25
2013-05-30,20
2013-05-31,21
2013-06-01,10
2013-06-02,12
2013-06-03,15
2013-06-04,22
2013-06-05,23
2013-06-06,33
2013-06-07,22
2013-06-08,10
2013-06-09,6
2013-06-10,24
2013-06-11,20
2013-06-12,14
2013-06-13,18
2013-06-14,17
2013-06-15,6
2013-06-16,8
2013-06-17,22
2013-06-18,18
2013-06-19,22
2013-06-20,22
2013-06-21,20
2013-06-22,10
2013-06-23,5
2013-06-24,21
2013-06-25,20
2013-06-26,18
2013-06-27,10
2013-06-28,17
2013-06-29,6
2013-06-30,2
2013-07-01,14
