date,GOOG
2019-01-01,49
2019-01-02,61
2019-01-03,71
2019-01-04,72
2019-01-05,51
2019-01-06,45
2019-01-07,74
2019-01-08,72
2019-01-09,75
2019-01-10,73
2019-01-11,64
2019-01-12,44
2019-01-13,49
2019-01-14,64
2019-01-15,65
2019-01-16,66
2019-01-17,66
2019-01-18,63
2019-01-19,50
2019-01-20,46
2019-01-21,58
2019-01-22,62
2019-01-23,64
2019-01-24,74
2019-01-25,65
2019-01-26,45
2019-01-27,48
2019-01-28,72
2019-01-29,70
2019-01-30,66
2019-01-31,72
2019-02-01,65
2019-02-02,48
2019-02-03,49
2019-02-04,96
2019-02-05,100
2019-02-06,73
2019-02-07,76
2019-02-08,66
2019-02-09,49
2019-02-10,46
2019-02-11,71
2019-02-12,73
2019-02-13,71
2019-02-14,68
2019-02-15,65
2019-02-16,47
2019-02-17,46
2019-02-18,58
2019-02-19,67
2019-02-20,62
2019-02-21,62
2019-02-22,65
2019-02-23,51
2019-02-24,44
2019-02-25,67
2019-02-26,75
2019-02-27,69
2019-02-28,67
2019-03-01,62
2019-03-02,50
2019-03-03,47
2019-03-04,59
2019-03-05,71
2019-03-06,65
2019-03-07,65
2019-03-08,63
2019-03-09,51
2019-03-10,46
2019-03-11,72
2019-03-12,62
2019-03-13,70
2019-03-14,67
2019-03-15,67
2019-03-16,49
2019-03-17,45
2019-03-18,68
2019-03-19,75
2019-03-20,79
2019-03-21,70
2019-03-22,69
2019-03-23,45
2019-03-24,44
2019-03-25,65
2019-03-26,62
2019-03-27,61
2019-03-28,64
2019-03-29,64
2019-03-30,44
2019-03-31,48
2019-04-01,66
