date,META
2021-10-01,7
2021-10-02,5
2021-10-03,5
2021-10-04,6
2021-10-05,6
2021-10-06,7
2021-10-07,8
2021-10-08,6
2021-10-09,6
2021-10-10,6
2021-10-11,6
2021-10-12,6
2021-10-13,6
2021-10-14,8
2021-10-15,6
2021-10-16,5
2021-10-17,5
2021-10-18,6
2021-10-19,6
2021-10-20,6
2021-10-21,8
2021-10-22,6
2021-10-23,6
2021-10-24,6
2021-10-25,7
2021-10-26,6
2021-10-27,7
2021-10-28,54
2021-10-29,100
2021-10-30,46
2021-10-31,26
2021-11-01,20
2021-11-02,17
2021-11-03,18
2021-11-04,24
2021-11-05,22
2021-11-06,20
2021-11-07,19
2021-11-08,18
2021-11-09,17
2021-11-10,16
2021-11-11,15
2021-11-12,15
2021-11-13,15
2021-11-14,15
2021-11-15,14
2021-11-16,14
2021-11-17,13
2021-11-18,14
2021-11-19,13
2021-11-20,12
2021-11-21,12
2021-11-22,13
2021-11-23,11
2021-11-24,12
2021-11-25,13
2021-11-26,11
2021-11-27,10
2021-11-28,10
2021-11-29,12
2021-11-30,12
2021-12-01,11
2021-12-02,12
2021-12-03,11
2021-12-04,10
2021-12-05,11
2021-12-06,10
2021-12-07,11
2021-12-08,11
2021-12-09,11
2021-12-10,11
2021-12-11,10
2021-12-12,10
2021-12-13,10
2021-12-14,11
2021-12-15,10
2021-12-16,12
2021-12-17,10
2021-12-18,9
2021-12-19,9
2021-12-20,9
2021-12-21,10
2021-12-22,10
2021-12-23,11
2021-12-24,8
2021-12-25,8
2021-12-26,9
2021-12-27,10
2021-12-28,10
2021-12-29,10
2021-12-30,11
2021-12-31,10
2022-01-01,10
