date,GOOG
2019-07-01,72
2019-07-02,68
2019-07-03,68
2019-07-04,62
2019-07-05,65
2019-07-06,50
2019-07-07,52
2019-07-08,69
2019-07-09,66
2019-07-10,67
2019-07-11,73
2019-07-12,70
2019-07-13,53
2019-07-14,48
2019-07-15,69
2019-07-16,64
2019-07-17,68
2019-07-18,66
2019-07-19,64
2019-07-20,45
2019-07-21,45
2019-07-22,70
2019-07-23,68
2019-07-24,67
2019-07-25,94
2019-07-26,100
2019-07-27,55
2019-07-28,47
2019-07-29,77
2019-07-30,69
2019-07-31,67
2019-08-01,62
2019-08-02,65
2019-08-03,48
2019-08-04,46
2019-08-05,66
2019-08-06,75
2019-08-07,63
2019-08-08,67
2019-08-09,64
2019-08-10,42
2019-08-11,39
2019-08-12,62
2019-08-13,63
2019-08-14,64
2019-08-15,68
2019-08-16,65
2019-08-17,48
2019-08-18,49
2019-08-19,68
2019-08-20,71
2019-08-21,65
2019-08-22,66
2019-08-23,64
2019-08-24,55
2019-08-25,50
2019-08-26,66
2019-08-27,68
2019-08-28,68
2019-08-29,63
2019-08-30,70
2019-08-31,48
2019-09-01,48
2019-09-02,66
2019-09-03,67
2019-09-04,67
2019-09-05,70
2019-09-06,65
2019-09-07,51
2019-09-08,51
2019-09-09,70
2019-09-10,69
2019-09-11,67
2019-09-12,72
2019-09-13,68
2019-09-14,48
2019-09-15,47
2019-09-16,69
2019-09-17,69
2019-09-18,65
2019-09-19,61
2019-09-20,63
2019-09-21,45
2019-09-22,51
2019-09-23,69
2019-09-24,76
2019-09-25,65
2019-09-26,61
2019-09-27,68
2019-09-28,51
2019-09-29,47
2019-09-30,69
2019-10-01,63
