date,GOOG
2020-10-01,69
2020-10-02,70
2020-10-03,46
2020-10-04,52
2020-10-05,74
2020-10-06,76
2020-10-07,68
2020-10-08,74
2020-10-09,65
2020-10-10,48
2020-10-11,46
2020-10-12,72
2020-10-13,72
2020-10-14,69
2020-10-15,75
2020-10-16,68
2020-10-17,48
2020-10-18,45
2020-10-19,74
2020-10-20,90
2020-10-21,78
2020-10-22,74
2020-10-23,68
2020-10-24,46
2020-10-25,46
2020-10-26,74
2020-10-27,67
2020-10-28,70
2020-10-29,98
2020-10-30,100
2020-10-31,51
2020-11-01,49
2020-11-02,75
2020-11-03,73
2020-11-04,72
2020-11-05,73
2020-11-06,70
2020-11-07,53
2020-11-08,48
2020-11-09,88
2020-11-10,73
2020-11-11,71
2020-11-12,77
2020-11-13,68
2020-11-14,51
2020-11-15,50
2020-11-16,73
2020-11-17,70
2020-11-18,68
2020-11-19,72
2020-11-20,70
2020-11-21,45
2020-11-22,48
2020-11-23,72
2020-11-24,71
2020-11-25,63
2020-11-26,60
2020-11-27,59
2020-11-28,48
2020-11-29,47
2020-11-30,74
2020-12-01,74
2020-12-02,71
2020-12-03,75
2020-12-04,67
2020-12-05,54
2020-12-06,48
2020-12-07,77
2020-12-08,67
2020-12-09,71
2020-12-10,66
2020-12-11,67
2020-12-12,49
2020-12-13,43
2020-12-14,89
2020-12-15,72
2020-12-16,62
2020-12-17,70
2020-12-18,63
2020-12-19,49
2020-12-20,49
2020-12-21,63
2020-12-22,63
2020-12-23,58
2020-12-24,56
2020-12-25,41
2020-12-26,43
2020-12-27,45
2020-12-28,61
2020-12-29,57
2020-12-30,60
2020-12-31,53
2021-01-01,41
