date,MSFT
2019-07-01,35
2019-07-02,28
2019-07-03,30
2019-07-04,12
2019-07-05,26
2019-07-06,8
2019-07-07,6
2019-07-08,24
2019-07-09,30
2019-07-10,33
2019-07-11,35
2019-07-12,35
2019-07-13,11
2019-07-14,7
2019-07-15,35
2019-07-16,38
2019-07-17,38
2019-07-18,87
2019-07-19,100
2019-07-20,19
2019-07-21,11
2019-07-22,41
2019-07-23,40
2019-07-24,36
2019-07-25,36
2019-07-26,34
2019-07-27,10
2019-07-28,9
2019-07-29,29
2019-07-30,30
2019-07-31,36
2019-08-01,36
2019-08-02,33
2019-08-03,7
2019-08-04,7
2019-08-05,38
2019-08-06,44
2019-08-07,36
2019-08-08,33
2019-08-09,34
2019-08-10,11
2019-08-11,7
2019-08-12,31
2019-08-13,39
2019-08-14,37
2019-08-15,44
2019-08-16,34
2019-08-17,12
2019-08-18,9
2019-08-19,32
2019-08-20,33
2019-08-21,34
2019-08-22,31
2019-08-23,36
2019-08-24,11
2019-08-25,10
2019-08-26,30
2019-08-27,32
2019-08-28,32
2019-08-29,29
2019-08-30,31
2019-08-31,10
2019-09-01,8
2019-09-02,9
2019-09-03,26
2019-09-04,29
2019-09-05,33
2019-09-06,31
2019-09-07,10
2019-09-08,5
2019-09-09,30
2019-09-10,27
2019-09-11,33
2019-09-12,36
2019-09-13,34
2019-09-14,9
2019-09-15,7
2019-09-16,25
2019-09-17,25
2019-09-18,35
2019-09-19,56
2019-09-20,39
2019-09-21,11
2019-09-22,7
2019-09-23,30
2019-09-24,30
2019-09-25,30
2019-09-26,30
2019-09-27,24
2019-09-28,10
2019-09-29,8
2019-09-30,23
2019-10-01,31
