date,AAPL
2018-01-01,7
2018-01-02,26
2018-01-03,30
2018-01-04,27
2018-01-05,30
2018-01-06,9
2018-01-07,6
2018-01-08,26
2018-01-09,29
2018-01-10,26
2018-01-11,26
2018-01-12,29
2018-01-13,9
2018-01-14,5
2018-01-15,11
2018-01-16,30
2018-01-17,36
2018-01-18,39
2018-01-19,29
2018-01-20,9
2018-01-21,5
2018-01-22,26
2018-01-23,33
2018-01-24,31
2018-01-25,34
2018-01-26,35
2018-01-27,12
2018-01-28,7
2018-01-29,40
2018-01-30,47
2018-01-31,47
2018-02-01,87
2018-02-02,100
2018-02-03,18
2018-02-04,9
2018-02-05,51
2018-02-06,68
2018-02-07,45
2018-02-08,42
2018-02-09,47
2018-02-10,12
2018-02-11,8
2018-02-12,39
2018-02-13,37
2018-02-14,37
2018-02-15,46
2018-02-16,39
2018-02-17,12
2018-02-18,5
2018-02-19,13
2018-02-20,31
2018-02-21,32
2018-02-22,29
2018-02-23,27
2018-02-24,8
2018-02-25,5
2018-02-26,35
2018-02-27,36
2018-02-28,34
2018-03-01,29
2018-03-02,32
2018-03-03,7
2018-03-04,5
2018-03-05,25
2018-03-06,24
2018-03-07,30
2018-03-08,28
2018-03-09,30
2018-03-10,8
2018-03-11,6
2018-03-12,28
2018-03-13,29
2018-03-14,25
2018-03-15,23
2018-03-16,23
2018-03-17,7
2018-03-18,4
2018-03-19,30
2018-03-20,27
2018-03-21,26
2018-03-22,33
2018-03-23,32
2018-03-24,10
2018-03-25,6
2018-03-26,33
2018-03-27,35
2018-03-28,35
2018-03-29,29
2018-03-30,15
2018-03-31,5
2018-04-01,4
