date,AMZN
2016-01-01,7
2016-01-02,5
2016-01-03,4
2016-01-04,26
2016-01-05,27
2016-01-06,24
2016-01-07,27
2016-01-08,23
2016-01-09,8
2016-01-10,4
2016-01-11,20
2016-01-12,21
2016-01-13,22
2016-01-14,28
2016-01-15,30
2016-01-16,7
2016-01-17,4
2016-01-18,8
2016-01-19,21
2016-01-20,27
2016-01-21,24
2016-01-22,21
2016-01-23,7
2016-01-24,5
2016-01-25,20
2016-01-26,20
2016-01-27,27
2016-01-28,97
2016-01-29,100
2016-01-30,16
2016-01-31,8
2016-02-01,24
2016-02-02,26
2016-02-03,30
2016-02-04,23
2016-02-05,29
2016-02-06,11
2016-02-07,6
2016-02-08,33
2016-02-09,29
2016-02-10,25
2016-02-11,30
2016-02-12,25
2016-02-13,7
2016-02-14,4
2016-02-15,9
2016-02-16,17
2016-02-17,20
2016-02-18,21
2016-02-19,16
2016-02-20,5
2016-02-21,3
2016-02-22,21
2016-02-23,20
2016-02-24,18
2016-02-25,16
2016-02-26,15
2016-02-27,5
2016-02-28,3
2016-02-29,17
2016-03-01,20
2016-03-02,20
2016-03-03,19
2016-03-04,17
2016-03-05,4
2016-03-06,2
2016-03-07,16
2016-03-08,16
2016-03-09,16
2016-03-10,16
2016-03-11,14
2016-03-12,5
2016-03-13,2
2016-03-14,15
2016-03-15,17
2016-03-16,15
2016-03-17,17
2016-03-18,16
2016-03-19,6
2016-03-20,4
2016-03-21,16
2016-03-22,16
2016-03-23,17
2016-03-24,16
2016-03-25,10
2016-03-26,5
2016-03-27,4
2016-03-28,13
2016-03-29,14
2016-03-30,18
2016-03-31,17
2016-04-01,15
