date,GOOG
2013-07-01,78
2013-07-02,76
2013-07-03,76
2013-07-04,70
2013-07-05,77
2013-07-06,70
2013-07-07,72
2013-07-08,79
2013-07-09,74
2013-07-10,73
2013-07-11,78
2013-07-12,79
2013-07-13,72
2013-07-14,70
2013-07-15,77
2013-07-16,75
2013-07-17,74
2013-07-18,87
2013-07-19,89
2013-07-20,75
2013-07-21,71
2013-07-22,77
2013-07-23,72
2013-07-24,78
2013-07-25,80
2013-07-26,72
2013-07-27,72
2013-07-28,70
2013-07-29,77
2013-07-30,73
2013-07-31,76
2013-08-01,77
2013-08-02,82
2013-08-03,71
2013-08-04,70
2013-08-05,77
2013-08-06,78
2013-08-07,75
2013-08-08,72
2013-08-09,76
2013-08-10,72
2013-08-11,70
2013-08-12,77
2013-08-13,74
2013-08-14,75
2013-08-15,79
2013-08-16,77
2013-08-17,74
2013-08-18,71
2013-08-19,83
2013-08-20,79
2013-08-21,77
2013-08-22,77
2013-08-23,76
2013-08-24,69
2013-08-25,69
2013-08-26,78
2013-08-27,77
2013-08-28,76
2013-08-29,76
2013-08-30,75
2013-08-31,68
2013-09-01,71
2013-09-02,68
2013-09-03,74
2013-09-04,75
2013-09-05,81
2013-09-06,74
2013-09-07,67
2013-09-08,66
2013-09-09,77
2013-09-10,79
2013-09-11,73
2013-09-12,74
2013-09-13,72
2013-09-14,71
2013-09-15,69
2013-09-16,76
2013-09-17,74
2013-09-18,77
2013-09-19,80
2013-09-20,79
2013-09-21,77
2013-09-22,76
2013-09-23,87
2013-09-24,86
2013-09-25,89
2013-09-26,88
2013-09-27,100
2013-09-28,84
2013-09-29,86
2013-09-30,97
2013-10-01,94
