date,META
2013-04-01,74
2013-04-02,85
2013-04-03,84
2013-04-04,87
2013-04-05,80
2013-04-06,64
2013-04-07,66
2013-04-08,84
2013-04-09,84
2013-04-10,82
2013-04-11,90
2013-04-12,76
2013-04-13,63
2013-04-14,66
2013-04-15,74
2013-04-16,87
2013-04-17,91
2013-04-18,87
2013-04-19,85
2013-04-20,63
2013-04-21,63
2013-04-22,85
2013-04-23,90
2013-04-24,89
2013-04-25,100
2013-04-26,79
2013-04-27,69
2013-04-28,64
2013-04-29,73
2013-04-30,84
2013-05-01,73
2013-05-02,89
2013-05-03,82
2013-05-04,72
2013-05-05,62
2013-05-06,72
2013-05-07,87
2013-05-08,83
2013-05-09,86
2013-05-10,74
2013-05-11,59
2013-05-12,62
2013-05-13,75
2013-05-14,89
2013-05-15,83
2013-05-16,94
2013-05-17,77
2013-05-18,66
2013-05-19,68
2013-05-20,82
2013-05-21,83
2013-05-22,87
2013-05-23,90
2013-05-24,74
2013-05-25,60
2013-05-26,77
2013-05-27,90
2013-05-28,80
2013-05-29,83
2013-05-30,88
2013-05-31,73
2013-06-01,63
2013-06-02,62
2013-06-03,76
2013-06-04,83
2013-06-05,84
2013-06-06,90
2013-06-07,73
2013-06-08,68
2013-06-09,65
2013-06-10,77
2013-06-11,82
2013-06-12,84
2013-06-13,86
2013-06-14,76
2013-06-15,66
2013-06-16,64
2013-06-17,83
2013-06-18,85
2013-06-19,82
2013-06-20,94
2013-06-21,75
2013-06-22,66
2013-06-23,62
2013-06-24,76
2013-06-25,84
2013-06-26,87
2013-06-27,93
2013-06-28,76
2013-06-29,68
2013-06-30,58
2013-07-01,73
