date,MSFT
2017-01-01,6
2017-01-02,6
2017-01-03,24
2017-01-04,19
2017-01-05,22
2017-01-06,27
2017-01-07,7
2017-01-08,5
2017-01-09,19
2017-01-10,20
2017-01-11,20
2017-01-12,28
2017-01-13,26
2017-01-14,10
2017-01-15,7
2017-01-16,10
2017-01-17,22
2017-01-18,19
2017-01-19,27
2017-01-20,22
2017-01-21,11
2017-01-22,9
2017-01-23,25
2017-01-24,31
2017-01-25,37
2017-01-26,78
2017-01-27,100
2017-01-28,24
2017-01-29,13
2017-01-30,35
2017-01-31,36
2017-02-01,35
2017-02-02,32
2017-02-03,31
2017-02-04,10
2017-02-05,8
2017-02-06,29
2017-02-07,26
2017-02-08,21
2017-02-09,27
2017-02-10,26
2017-02-11,7
2017-02-12,5
2017-02-13,21
2017-02-14,25
2017-02-15,26
2017-02-16,26
2017-02-17,26
2017-02-18,14
2017-02-19,6
2017-02-20,11
2017-02-21,23
2017-02-22,23
2017-02-23,26
2017-02-24,24
2017-02-25,10
2017-02-26,5
2017-02-27,21
2017-02-28,25
2017-03-01,31
2017-03-02,29
2017-03-03,26
2017-03-04,8
2017-03-05,8
2017-03-06,22
2017-03-07,29
2017-03-08,23
2017-03-09,27
2017-03-10,23
2017-03-11,10
2017-03-12,5
2017-03-13,22
2017-03-14,27
2017-03-15,24
2017-03-16,18
2017-03-17,23
2017-03-18,5
2017-03-19,4
2017-03-20,22
2017-03-21,25
2017-03-22,26
2017-03-23,20
2017-03-24,19
2017-03-25,7
2017-03-26,5
2017-03-27,23
2017-03-28,23
2017-03-29,23
2017-03-30,22
2017-03-31,21
2017-04-01,9
