date,AMZN
2017-10-01,3
2017-10-02,13
2017-10-03,14
2017-10-04,14
2017-10-05,16
2017-10-06,15
2017-10-07,5
2017-10-08,4
2017-10-09,14
2017-10-10,15
2017-10-11,15
2017-10-12,19
2017-10-13,17
2017-10-14,4
2017-10-15,3
2017-10-16,15
2017-10-17,16
2017-10-18,16
2017-10-19,17
2017-10-20,14
2017-10-21,5
2017-10-22,3
2017-10-23,16
2017-10-24,17
2017-10-25,17
2017-10-26,57
2017-10-27,100
2017-10-28,22
2017-10-29,10
2017-10-30,34
2017-10-31,27
2017-11-01,23
2017-11-02,21
2017-11-03,21
2017-11-04,8
2017-11-05,6
2017-11-06,18
2017-11-07,20
2017-11-08,21
2017-11-09,19
2017-11-10,18
2017-11-11,6
2017-11-12,4
2017-11-13,19
2017-11-14,17
2017-11-15,21
2017-11-16,17
2017-11-17,16
2017-11-18,6
2017-11-19,4
2017-11-20,15
2017-11-21,18
2017-11-22,18
2017-11-23,7
2017-11-24,23
2017-11-25,15
2017-11-26,8
2017-11-27,32
2017-11-28,31
2017-11-29,33
2017-11-30,28
2017-12-01,24
2017-12-02,6
2017-12-03,4
2017-12-04,25
2017-12-05,24
2017-12-06,20
2017-12-07,21
2017-12-08,19
2017-12-09,6
2017-12-10,5
2017-12-11,18
2017-12-12,16
2017-12-13,16
2017-12-14,16
2017-12-15,16
2017-12-16,5
2017-12-17,5
2017-12-18,17
2017-12-19,17
2017-12-20,16
2017-12-21,15
2017-12-22,14
2017-12-23,6
2017-12-24,3
2017-12-25,4
2017-12-26,14
2017-12-27,15
2017-12-28,15
2017-12-29,18
2017-12-30,5
2017-12-31,3
2018-01-01,4
