date,AAPL
2014-04-01,22
2014-04-02,20
2014-04-03,18
2014-04-04,18
2014-04-05,8
2014-04-06,4
2014-04-07,21
2014-04-08,22
2014-04-09,19
2014-04-10,21
2014-04-11,22
2014-04-12,6
2014-04-13,4
2014-04-14,20
2014-04-15,19
2014-04-16,20
2014-04-17,20
2014-04-18,14
2014-04-19,5
2014-04-20,5
2014-04-21,23
2014-04-22,23
2014-04-23,61
2014-04-24,100
2014-04-25,49
2014-04-26,14
2014-04-27,9
2014-04-28,41
2014-04-29,41
2014-04-30,41
2014-05-01,38
2014-05-02,31
2014-05-03,12
2014-05-04,5
2014-05-05,32
2014-05-06,36
2014-05-07,31
2014-05-08,31
2014-05-09,42
2014-05-10,11
2014-05-11,8
2014-05-12,30
2014-05-13,32
2014-05-14,25
2014-05-15,27
2014-05-16,26
2014-05-17,10
2014-05-18,7
2014-05-19,31
2014-05-20,31
2014-05-21,30
2014-05-22,28
2014-05-23,30
2014-05-24,10
2014-05-25,7
2014-05-26,10
2014-05-27,37
2014-05-28,39
2014-05-29,44
2014-05-30,46
2014-05-31,15
2014-06-01,11
2014-06-02,53
2014-06-03,46
2014-06-04,40
2014-06-05,41
2014-06-06,43
2014-06-07,21
2014-06-08,16
2014-06-09,91
2014-06-10,68
2014-06-11,52
2014-06-12,44
2014-06-13,45
2014-06-14,16
2014-06-15,9
2014-06-16,39
2014-06-17,34
2014-06-18,36
2014-06-19,34
2014-06-20,33
2014-06-21,13
2014-06-22,7
2014-06-23,31
2014-06-24,31
2014-06-25,31
2014-06-26,29
2014-06-27,30
2014-06-28,11
2014-06-29,8
2014-06-30,30
2014-07-01,31
