date,GOOG
2013-01-01,83
2013-01-02,87
2013-01-03,84
2013-01-04,84
2013-01-05,82
2013-01-06,80
2013-01-07,83
2013-01-08,83
2013-01-09,83
2013-01-10,86
2013-01-11,85
2013-01-12,79
2013-01-13,84
2013-01-14,87
2013-01-15,82
2013-01-16,91
2013-01-17,86
2013-01-18,88
2013-01-19,84
2013-01-20,76
2013-01-21,80
2013-01-22,93
2013-01-23,100
2013-01-24,88
2013-01-25,83
2013-01-26,79
2013-01-27,77
2013-01-28,88
2013-01-29,85
2013-01-30,82
2013-01-31,87
2013-02-01,90
2013-02-02,79
2013-02-03,72
2013-02-04,86
2013-02-05,82
2013-02-06,83
2013-02-07,84
2013-02-08,84
2013-02-09,82
2013-02-10,77
2013-02-11,82
2013-02-12,87
2013-02-13,90
2013-02-14,85
2013-02-15,83
2013-02-16,81
2013-02-17,81
2013-02-18,83
2013-02-19,91
2013-02-20,88
2013-02-21,84
2013-02-22,87
2013-02-23,75
2013-02-24,78
2013-02-25,81
2013-02-26,81
2013-02-27,80
2013-02-28,79
2013-03-01,79
2013-03-02,72
2013-03-03,70
2013-03-04,78
2013-03-05,78
2013-03-06,82
2013-03-07,76
2013-03-08,81
2013-03-09,69
2013-03-10,66
2013-03-11,77
2013-03-12,79
2013-03-13,84
2013-03-14,80
2013-03-15,75
2013-03-16,73
2013-03-17,71
2013-03-18,77
2013-03-19,74
2013-03-20,78
2013-03-21,80
2013-03-22,75
2013-03-23,76
2013-03-24,74
2013-03-25,76
2013-03-26,74
2013-03-27,77
2013-03-28,78
2013-03-29,73
2013-03-30,70
2013-03-31,72
2013-04-01,79
