date,GOOG
2015-10-01,84
2015-10-02,82
2015-10-03,72
2015-10-04,66
2015-10-05,88
2015-10-06,86
2015-10-07,86
2015-10-08,84
2015-10-09,83
2015-10-10,70
2015-10-11,73
2015-10-12,81
2015-10-13,82
2015-10-14,81
2015-10-15,84
2015-10-16,77
2015-10-17,69
2015-10-18,67
2015-10-19,80
2015-10-20,85
2015-10-21,82
2015-10-22,91
2015-10-23,96
2015-10-24,75
2015-10-25,69
2015-10-26,92
2015-10-27,85
2015-10-28,85
2015-10-29,88
2015-10-30,91
2015-10-31,82
2015-11-01,73
2015-11-02,100
2015-11-03,85
2015-11-04,90
2015-11-05,86
2015-11-06,83
2015-11-07,71
2015-11-08,68
2015-11-09,79
2015-11-10,83
2015-11-11,85
2015-11-12,84
2015-11-13,80
2015-11-14,69
2015-11-15,69
2015-11-16,80
2015-11-17,81
2015-11-18,87
2015-11-19,85
2015-11-20,83
2015-11-21,72
2015-11-22,70
2015-11-23,83
2015-11-24,87
2015-11-25,76
2015-11-26,77
2015-11-27,75
2015-11-28,72
2015-11-29,69
2015-11-30,81
2015-12-01,80
2015-12-02,85
2015-12-03,81
2015-12-04,79
2015-12-05,71
2015-12-06,72
2015-12-07,85
2015-12-08,85
2015-12-09,79
2015-12-10,87
2015-12-11,81
2015-12-12,72
2015-12-13,68
2015-12-14,81
2015-12-15,85
2015-12-16,80
2015-12-17,82
2015-12-18,81
2015-12-19,71
2015-12-20,70
2015-12-21,77
2015-12-22,75
2015-12-23,78
2015-12-24,74
2015-12-25,70
2015-12-26,68
2015-12-27,67
2015-12-28,72
2015-12-29,70
2015-12-30,69
2015-12-31,73
2016-01-01,66
