,Date,Open,High,Low,Close,Adj Close,Volume,Daily Return
0,2012-06-18,29.959999084472656,32.08000183105469,29.40999984741211,31.40999984741211,31.40999984741211,42978209,
1,2012-06-19,31.5,32.18000030517578,30.700000762939453,31.910999298095703,31.910999298095703,30848913,0.015950316877345383
2,2012-06-20,31.920000076293945,31.928800582885742,31.149999618530273,31.600000381469727,31.600000381469727,15558921,-0.00974582192556206
3,2012-06-21,31.670000076293945,32.5,31.510000228881836,31.84000015258789,31.84000015258789,21875228,0.007594929374080017
4,2012-06-22,32.40999984741211,33.45000076293945,32.060001373291016,33.04999923706055,33.04999923706055,74833976,0.03800248362669412
5,2012-06-25,32.880001068115234,33.02000045776367,31.549999237060547,32.060001373291016,32.060001373291016,24352818,-0.02995455027603755
6,2012-06-26,32.68000030517578,33.439998626708984,32.5,33.099998474121094,33.099998474121094,24858611,0.03243908472494628
7,2012-06-27,32.459999084472656,32.900001525878906,31.899999618530273,32.22999954223633,32.22999954223633,28599506,-0.026283956857731106
8,2012-06-28,31.959999084472656,32.189998626708984,30.899999618530273,31.360000610351562,31.360000610351562,17713292,-0.026993451574352734
9,2012-06-29,31.920000076293945,31.989999771118164,30.760000228881836,31.094999313354492,31.094999313354492,19526823,-0.008450296295899884
10,2012-07-02,31.25,31.729999542236328,30.549999237060547,30.770999908447266,30.770999908447266,14131476,-0.010419662713035627
11,2012-07-03,30.899999618530273,31.440000534057617,30.799999237060547,31.200000762939453,31.200000762939453,8765498,0.013941726163224866
12,2012-07-05,31.31999969482422,31.625,31.020000457763672,31.469999313354492,31.469999313354492,10036688,0.008653799481176838
13,2012-07-06,31.440000534057617,31.899999618530273,31.260000228881836,31.729999542236328,31.729999542236328,10949006,0.008261844123126583
14,2012-07-09,32.099998474121094,32.880001068115234,31.989999771118164,32.16999816894531,32.16999816894531,17785180,0.01386695975596508
15,2012-07-10,32.43000030517578,32.47999954223633,31.159900665283203,31.469999313354492,31.469999313354492,14276996,-0.02175936883535634
16,2012-07-11,31.479999542236328,31.559999465942383,30.549999237060547,30.969999313354492,30.969999313354492,13027752,-0.015888147788672535
17,2012-07-12,30.700000762939453,31.399999618530273,30.600000381469727,30.809999465942383,30.809999465942383,11306636,-0.0051662851456091285
18,2012-07-13,31.020000457763672,31.06999969482422,30.559999465942383,30.719999313354492,30.719999313354492,8117346,-0.002921134506586931
19,2012-07-16,30.5,30.5,28.209999084472656,28.2450008392334,28.2450008392334,24672074,-0.08056635838026116
20,2012-07-17,28.479999542236328,28.59000015258789,27.149999618530273,28.09000015258789,28.09000015258789,30438551,-0.005487721084794783
21,2012-07-18,28.399999618530273,29.290000915527344,28.149999618530273,29.110000610351562,29.110000610351562,16841779,0.03631187085165255
22,2012-07-19,29.399999618530273,29.5,28.6299991607666,29.0,29.0,13685031,-0.00377879106991319
23,2012-07-20,29.0,29.469999313354492,28.719999313354492,28.760000228881836,28.760000228881836,11869046,-0.008275854176488462
24,2012-07-23,28.1200008392334,29.0,28.010000228881836,28.75,28.75,12393864,-0.0003477131016081936
25,2012-07-24,28.81999969482422,29.450000762939453,28.100000381469727,28.450000762939453,28.450000762939453,11539799,-0.010434756071671214
26,2012-07-25,28.389999389648438,29.489999771118164,28.079999923706055,29.34000015258789,29.34000015258789,17230154,0.03128293025593876
27,2012-07-26,27.770000457763672,28.229999542236328,26.729999542236328,26.844999313354492,26.844999313354492,64597378,-0.08503751964068518
28,2012-07-27,23.209999084472656,24.540000915527344,22.280000686645508,23.704999923706055,23.704999923706055,123098340,-0.11696775824041061
29,2012-07-30,24.0,24.040000915527344,23.030000686645508,23.149999618530273,23.149999618530273,29285895,-0.023412795062730862
