,Date,Open,High,Low,Close,Adj Close,Volume,Daily Return
0,2012-06-18,20.391429901123047,20.996070861816406,20.370357513427734,20.920713424682617,17.88758659362793,440412000,
1,2012-06-19,20.83571434020996,21.071428298950195,20.825000762939453,20.97892951965332,17.937362670898438,361404400,0.0027827012295871256
2,2012-06-20,21.00749969482422,21.04464340209961,20.742856979370117,20.919286727905273,17.886367797851562,358943200,-0.0028429854674983934
3,2012-06-21,20.908571243286133,21.007856369018555,20.62285614013672,20.631071090698242,17.639936447143555,326351200,-0.013777507854632831
4,2012-06-22,20.68000030517578,20.792499542236328,20.55071449279785,20.78928565979004,17.775211334228516,284471600,0.007668752067997664
5,2012-06-25,20.617856979370117,20.707143783569336,20.370357513427734,20.3846435546875,17.42923355102539,304382400,-0.0194639734969434
6,2012-06-26,20.40464210510254,20.517499923706055,20.26178550720215,20.429643630981445,17.46770668029785,276536400,0.002207547861860837
7,2012-06-27,20.53571319580078,20.597856521606445,20.42571449279785,20.51785659790039,17.543136596679688,202997200,0.004317890635408439
8,2012-06-28,20.416786193847656,20.5,20.20035743713379,20.323213577270508,17.37671661376953,282836400,-0.00948651822870239
9,2012-06-29,20.64285659790039,20.85714340209961,20.508928298950195,20.85714340209961,17.833232879638672,421500800,0.026271919192260462
10,2012-07-02,20.883214950561523,21.195356369018555,20.842857360839844,21.161428451538086,18.093399047851562,400092000,0.014589008838470363
11,2012-07-03,21.24571418762207,21.428571701049805,21.21428680419922,21.407499313354492,18.30379295349121,241712800,0.011628272750109137
12,2012-07-05,21.448570251464844,21.94071388244629,21.41607093811035,21.783571243286133,18.625341415405273,484383200,0.017567298469888915
13,2012-07-06,21.681785583496094,21.729999542236328,21.485000610351562,21.63857078552246,18.501367568969727,418930400,-0.006656413502830083
14,2012-07-09,21.617856979370117,21.924999237060547,21.57535743713379,21.92464256286621,18.74596405029297,379405600,0.01322045620199419
15,2012-07-10,22.070356369018555,22.138214111328125,21.618213653564453,21.721786499023438,18.572519302368164,511957600,-0.009252422850731024
16,2012-07-11,21.64714241027832,21.7021427154541,21.329286575317383,21.5867862701416,18.457090377807617,469322000,-0.006214968961595568
17,2012-07-12,21.437143325805664,21.552499771118164,21.167142868041992,21.389286041259766,18.28822135925293,428041600,-0.009149126063058954
18,2012-07-13,21.5339298248291,21.68535614013672,21.428571701049805,21.60607147216797,18.47357749938965,311427200,0.010135234551075012
19,2012-07-16,21.61142921447754,21.843570709228516,21.60785675048828,21.675357818603516,18.532821655273438,301260400,0.003206799835166585
20,2012-07-17,21.813928604125977,21.83928680419922,21.54107093811035,21.676429748535156,18.533740997314453,293624800,4.945385172461236e-05
21,2012-07-18,21.663928985595703,21.726428985595703,21.555713653564453,21.652143478393555,18.512971878051758,252700000,-0.001120399919329107
22,2012-07-19,21.83142852783203,21.97678565979004,21.64285659790039,21.940000534057617,18.75909996032715,436861600,0.013294621659574402
23,2012-07-20,21.89392852783203,21.944286346435547,21.560714721679688,21.582143783569336,18.453121185302734,397471200,-0.01631069926059381
24,2012-07-23,21.22857093811035,21.639286041259766,20.989643096923828,21.565357208251953,18.43876838684082,487975600,-0.0007777992532030931
25,2012-07-24,21.692142486572266,21.7742862701416,21.375356674194336,21.461429595947266,18.349910736083984,565132400,-0.004819192712695708
26,2012-07-25,20.516429901123047,20.742856979370117,20.35714340209961,20.534643173217773,17.557491302490234,877312800,-0.04318381581180897
27,2012-07-26,20.705713272094727,20.72857093811035,20.3700008392334,20.531429290771484,17.554744720458984,406632800,-0.00015651026507634835
28,2012-07-27,20.53607177734375,20.922500610351562,20.413928985595703,20.898571014404297,17.868654251098633,403936400,0.017881936928659803
29,2012-07-30,21.104286193847656,21.408571243286133,20.99357032775879,21.25107192993164,18.170047760009766,379142400,0.01686722576794275
30,2012-07-31,21.543928146362305,21.8464298248291,21.525714874267578,21.812856674194336,18.65038299560547,462327600,0.02643559563089304
31,2012-08-01,21.99678611755371,22.014286041259766,21.53571319580078,21.671785354614258,18.529762268066406,384501600,-0.006467347293716563
32,2012-08-02,21.530000686645508,21.81035614013672,21.4375,21.706785202026367,18.5596923828125,332158400,0.0016149960346787395
33,2012-08-03,21.91535758972168,22.070714950561523,21.841428756713867,21.989286422729492,18.801233291625977,344920800,0.013014420056856268
34,2012-08-06,22.046070098876953,22.31678581237793,21.97357177734375,22.233928680419922,19.010406494140625,302103200,0.011125520537017097
35,2012-08-07,22.241785049438477,22.321428298950195,22.072856903076172,22.175357818603516,18.960325241088867,290446800,-0.002634301056654298
36,2012-08-08,22.121070861816406,22.281429290771484,22.03928565979004,22.13785743713379,18.928268432617188,244706000,-0.001691083489000822
37,2012-08-09,22.066070556640625,22.20464324951172,22.064285278320312,22.168928146362305,19.036212921142578,221642400,0.0014035102230081087
38,2012-08-10,22.096786499023438,22.205713272094727,22.0964298248291,22.203571319580078,19.06596565246582,194938800,0.0015626904913514927
39,2012-08-13,22.26392936706543,22.5,22.258928298950195,22.5,19.320499420166016,278832400,0.013350495564581566
40,2012-08-14,22.56678581237793,22.8075008392334,22.50749969482422,22.56035614013672,19.372331619262695,340169200,0.0026824951171875444
41,2012-08-15,22.546428680419922,22.64285659790039,22.41964340209961,22.52964210510254,19.345958709716797,257342400,-0.0013614162313482225
42,2012-08-16,22.543214797973633,22.74142837524414,22.51785659790039,22.726428985595703,19.514930725097656,254534000,0.008734576411606465
43,2012-08-17,22.85714340209961,23.149642944335938,22.81464385986328,23.146785736083984,19.875886917114258,442761200,0.018496383692955476
44,2012-08-20,23.214643478393555,23.75535774230957,23.21071434020996,23.75535774230957,20.398462295532227,613384800,0.026291858107835298
45,2012-08-21,23.957857131958008,24.10285758972168,23.226070404052734,23.430713653564453,20.119693756103516,812719600,-0.013666141855944725
46,2012-08-22,23.372142791748047,23.89285659790039,23.146785736083984,23.888214111328125,20.51254653930664,565322800,0.01952567320518095
47,2012-08-23,23.789642333984375,23.924999237060547,23.612499237060547,23.66535758972168,20.321186065673828,420128800,-0.009329141164251542
48,2012-08-24,23.55392837524414,23.90999984741211,23.412500381469727,23.68642807006836,20.33927345275879,437340400,0.0008903512345754816
49,2012-08-27,24.285356521606445,24.31678581237793,24.05500030517578,24.13142967224121,20.721393585205078,427008400,0.018787197497928565
50,2012-08-28,24.106428146362305,24.14642906188965,23.952499389648438,24.100000381469727,20.694408416748047,267416800,-0.00130242141465986
51,2012-08-29,24.116071701049805,24.202499389648438,24.02142906188965,24.052499771118164,20.65361213684082,202806800,-0.0019709796514395528
52,2012-08-30,23.95142936706543,23.983928680419922,23.673213958740234,23.70964241027832,20.359209060668945,302699600,-0.014254541694312395
53,2012-08-31,23.83035659790039,23.878570556640625,23.47321319580078,23.75857162475586,20.401216506958008,338321200,0.0020636842020158586
54,2012-09-04,23.777143478393555,24.11214256286621,23.73214340209961,24.10607147216797,20.69961166381836,367892000,0.014626293739393947
55,2012-09-05,24.127500534057617,24.155357360839844,23.91428565979004,23.936786651611328,20.554256439208984,336375200,-0.007022497247305193
