,Date,Open,High,Low,Close,AdjClose,Volume,Daily Return,AMZN
36,2012/8/8,11.76449966,11.82250023,11.67949963,11.71899986,11.71899986,30686000,-0.009215438,10.63443265
37,2012/8/9,11.69649982,11.79950047,11.67500019,11.70300007,11.70300007,30962000,-0.001365287,21.93351735
38,2012/8/10,11.65400028,11.74250031,11.57149982,11.63749981,11.63749981,37050000,-0.005596878,12.62838878
39,2012/8/13,11.61149979,11.71850014,11.55000019,11.62199974,11.62199974,39946000,-0.001331907,10.63443265
40,2012/8/14,11.73550034,11.83600044,11.63099957,11.65950012,11.65950012,55020000,0.003226672,14.6223449
41,2012/8/15,11.61299992,11.90699959,11.61250019,11.87100029,11.87100029,65294000,0.018139729,13.29304082
42,2012/8/16,11.88599968,12.14099979,11.81000042,12.07750034,12.07750034,86242000,0.017395337,11.96373673
43,2012/8/17,12.02999973,12.16749954,12.02350044,12.05850029,12.05850029,61716000,-0.001573178,18.61025714
44,2012/8/20,12.06849957,12.08250046,11.90999985,12.01749992,12.01749992,37798000,-0.003400122,19.27490918
45,2012/8/21,12.04399967,12.19250011,11.92749977,11.97249985,11.97249985,51430000,-0.003744546,16.61630102
46,2012/8/22,11.97000027,12.24499989,11.93999958,12.15499973,12.15499973,49474000,0.015243256,11.96373673
47,2012/8/23,12.10700035,12.17399979,11.95100021,12.06000042,12.06000042,49078000,-0.007815657,15.95164898
48,2012/8/24,12.08399963,12.34350014,12.06799984,12.2869997,12.2869997,73976000,0.018822494,23.26282143
49,2012/8/27,12.28950024,12.375,12.15600014,12.1960001,12.1960001,58594000,-0.00740617,19.27490918
50,2012/8/28,12.19849968,12.33899975,12.14999962,12.30550003,12.30550003,54846000,0.008978348,13.95769286
51,2012/8/29,12.33899975,12.38049984,12.22949982,12.35599995,12.35599995,35452000,0.004103849,19.27490918
52,2012/8/30,12.3494997,12.5,12.26249981,12.31099987,12.31099987,72950000,-0.003641962,19.93956122
53,2012/8/31,12.4034996,12.47249985,12.27499962,12.41349983,12.41349983,66950000,0.008325884,19.27490918
54,2012/9/4,12.41349983,12.55000019,12.2329998,12.39400005,12.39400005,79016000,-0.001570853,21.93351735
55,2012/9/5,12.38049984,12.43050003,12.26500034,12.31099987,12.31099987,53052000,-0.006696804,20.60421326
56,2012/9/6,12.41149998,12.63500023,12.35999966,12.56900024,12.56900024,107228000,0.020956898,61.14798775
57,2012/9/7,12.69250011,12.97099972,12.67599964,12.95699978,12.95699978,100590000,0.030869562,51.84285918
58,2012/9/10,12.94999981,13,12.8409996,12.85449982,12.85449982,51344000,-0.007910779,21.26886531
59,2012/9/11,12.88000011,12.88000011,12.7130003,12.78349972,12.78349972,50496000,-0.005523365,23.26282143
60,2012/9/12,12.82499981,12.88899994,12.67500019,12.78149986,12.78149986,45464000,-0.00015644,19.27490918
61,2012/9/13,12.74699974,13.10000038,12.68999958,13.01200008,13.01200008,70512000,0.018033895,32.56795
62,2012/9/14,13.06999969,13.20549965,12.98849964,13.0635004,13.0635004,73324000,0.00395791,26.58608163
63,2012/9/17,13.0625,13.0625,12.85000038,12.89999962,12.89999962,46126000,-0.012515848,22.59816939
64,2012/9/18,12.92399979,13.02499962,12.85000038,12.9375,12.9375,44300000,0.002907006,20.60421326
65,2012/9/19,12.97249985,13.1420002,12.92650032,13.08399963,13.08399963,52736000,0.011323643,18.61025714
66,2012/9/20,13.00150013,13.04349995,12.89999962,13.04049969,13.04049969,58272000,-0.003324667,23.92747347
67,2012/9/21,13.08699989,13.10000038,12.83699989,12.87349987,12.87349987,121186000,-0.012806244,21.93351735
68,2012/9/24,12.76099968,12.77999973,12.64999962,12.73999977,12.73999977,54158000,-0.010370148,15.95164898
69,2012/9/25,12.81649971,12.94750023,12.55150032,12.62300014,12.62300014,88116000,-0.009183644,15.95164898
70,2012/9/26,12.61999989,12.73050022,12.41149998,12.48349953,12.48349953,58410000,-0.011051304,17.28095306
71,2012/9/27,12.52700043,12.86999989,12.52600002,12.8295002,12.8295002,67948000,0.027716641,15.95164898
72,2012/9/28,12.80700016,12.85000038,12.65999985,12.7159996,12.7159996,49132000,-0.008846845,10.63443265
73,2012/10/1,12.77000046,12.80799961,12.52449989,12.60050011,12.60050011,51624000,-0.009083006,12.62838878
74,2012/10/2,12.64000034,12.65750027,12.45149994,12.52999973,12.52999973,43916000,-0.005595046,18.57115996
75,2012/10/3,12.56050014,12.80500031,12.47799969,12.79599953,12.79599953,54912000,0.021229034,16.34262077
76,2012/10/4,12.80049992,13.07600021,12.79349995,13.02350044,13.02350044,54008000,0.017779066,22.28539196
77,2012/10/5,13.06000042,13.09500027,12.87450027,12.92549992,12.92549992,56130000,-0.007524899,20.05685276
78,2012/10/8,12.8835001,12.98999977,12.77799988,12.95300007,12.95300007,35246000,0.002127589,14.11408157
79,2012/10/9,12.93350029,12.96749973,12.53649998,12.54800034,12.54800034,69896000,-0.031266867,12.62838878
80,2012/10/10,12.60000038,12.62300014,12.20049953,12.24950027,12.24950027,78966000,-0.023788656,15.59977437
81,2012/10/11,12.39999962,12.46500015,12.09449959,12.21100044,12.21100044,68946000,-0.003142972,27.48531675
82,2012/10/12,12.1590004,12.27299976,12.09549999,12.11800003,12.11800003,44064000,-0.007616117,16.34262077
83,2012/10/15,12.14249992,12.23900032,11.92549992,12.20899963,12.20899963,59196000,0.007509457,25.99962395
84,2012/10/16,12.24349976,12.28849983,12.10400009,12.19699955,12.19699955,44082000,-0.000982888,13.37123517
85,2012/10/17,12.16849995,12.43999958,12.16499996,12.37450027,12.37450027,66054000,0.014552819,22.28539196
86,2012/10/18,12.38850021,12.5454998,12.13500023,12.24250031,12.24250031,106106000,-0.010667095,25.25677755
87,2012/10/19,12.25800037,12.3409996,11.94699955,12,12,87906000,-0.01980807,16.34262077
88,2012/10/22,11.94050026,11.94750023,11.61600018,11.68900013,11.68900013,90000000,-0.025916656,22.28539196
89,2012/10/23,11.55249977,11.82499981,11.50049973,11.71549988,11.71549988,88616000,0.002267067,24.51393115
90,2012/10/24,11.79399967,11.79699993,11.39750004,11.42450047,11.42450047,73574000,-0.024838839,31.19954874
91,2012/10/25,11.54599953,11.54599953,11.14599991,11.14599991,11.14599991,134826000,-0.024377482,74.28463985
92,2012/10/26,11.43000031,11.93550014,11.33450031,11.9119997,11.9119997,227350000,0.068724188,66.85617587
93,2012/10/31,11.81599998,11.93500042,11.52499962,11.64449978,11.64449978,95952000,-0.022456341,21.54254556
94,2012/11/1,11.71150017,11.72749996,11.56700039,11.60700035,11.60700035,78102000,-0.003220355,19.31400636
95,2012/11/2,11.70049953,11.86999989,11.60550022,11.62100029,11.62100029,67494000,0.001206163,18.57115996
96,2012/11/5,11.60200024,11.7414999,11.50549984,11.71650028,11.71650028,36922000,0.008217881,17.08546717
97,2012/11/6,11.77050018,11.88749981,11.72249985,11.87800026,11.87800026,53226000,0.013783978,14.11408157
98,2012/11/7,11.78250027,11.78299999,11.47099972,11.60299969,11.60299969,72484000,-0.023152093,19.31400636
99,2012/11/8,11.61100006,11.67249966,11.35499954,11.36750031,11.36750031,59648000,-0.020296422,21.54254556
100,2012/11/9,11.31299973,11.54850006,11.22999954,11.31550026,11.31550026,61850000,-0.004574449,21.54254556
101,2012/11/12,11.3295002,11.46100044,11.27050018,11.32349968,11.32349968,42576000,0.000706944,16.34262077
102,2012/11/13,11.25599957,11.39500046,11.23550034,11.32999992,11.32999992,52596000,0.000574049,11.88554238
103,2012/11/14,11.32499981,11.37049961,11.12549973,11.14750004,11.14750004,60682000,-0.016107669,20.79969916
104,2012/11/15,11.11499977,11.25800037,10.9090004,11.02999973,11.02999973,68094000,-0.010540507,14.85692797
105,2012/11/16,11.06550026,11.3125,10.93200016,11.26150036,11.26150036,87056000,0.020988271,14.85692797
106,2012/11/19,11.41600037,11.625,11.37250042,11.48550034,11.48550034,71824000,0.019890776,21.54254556
107,2012/11/20,11.5,11.69099998,11.47500038,11.68900013,11.68900013,55434000,0.017717974,23.02823835
108,2012/11/21,11.69200039,11.93350029,11.63749981,11.90149975,11.90149975,59186000,0.018179452,15.59977437
109,2012/11/23,11.99450016,12,11.82400036,11.99400043,11.99400043,35536000,0.007772187,15.59977437
110,2012/11/26,12.01949978,12.2159996,11.89999962,12.18099976,12.18099976,83566000,0.015591072,20.05685276
111,2012/11/27,12.16100025,12.28349972,12.07699966,12.17000008,12.17000008,60970000,-0.000903019,20.79969916
112,2012/11/28,12.12250042,12.36149979,12.07499981,12.35550022,12.35550022,54868000,0.015242411,29.71385594
113,2012/11/29,12.40250015,12.6239996,12.375,12.5635004,12.5635004,106210000,0.016834623,23.02823835
114,2012/11/30,12.51900005,12.63249969,12.41349983,12.60249996,12.60249996,75948000,0.003104195,32.68524154
115,2012/12/3,12.62699986,12.70800018,12.5,12.51650047,12.51650047,59812000,-0.006824002,17.82831357
116,2012/12/4,12.49699974,12.64999962,12.43299961,12.62450027,12.62450027,62294000,0.008628594,14.85692797
117,2012/12/5,12.62199974,12.77750015,12.51900005,12.69799995,12.69799995,57044000,0.005821987,18.57115996
118,2012/12/6,12.64999962,12.7585001,12.57549953,12.66849995,12.66849995,71158000,-0.002323201,22.28539196
119,2012/12/7,12.70699978,12.76049995,12.60050011,12.66349983,12.66349983,43406000,-0.000394689,20.05685276
120,2012/12/10,12.65499973,12.73900032,12.36499977,12.38850021,12.38850021,70076000,-0.021715925,11.88554238
121,2012/12/11,12.42500019,12.67399979,12.33250046,12.53450012,12.53450012,83704000,0.011785116,20.79969916
122,2012/12/12,12.55350018,12.71800041,12.50300026,12.5880003,12.5880003,52562000,0.004268234,20.05685276
123,2012/12/13,12.55550003,12.72700024,12.5010004,12.5625,12.5625,49204000,-0.002025762,13.37123517
124,2012/12/14,12.50549984,12.59500027,12.38949966,12.45950031,12.45950031,50538000,-0.00819898,26.74247035
125,2012/12/17,12.49050045,12.69999981,12.4630003,12.69299984,12.69299984,45540000,0.018740681,21.54254556
126,2012/12/18,12.72850037,13.15550041,12.72850037,13.02000046,13.02000046,99220000,0.02576228,20.79969916
127,2012/12/19,13.06499958,13.08349991,12.88399982,12.89949989,12.89949989,46000000,-0.009255035,23.02823835
128,2012/12/20,12.91800022,13.12049961,12.82699966,13.07499981,13.07499981,51692000,0.013605172,15.59977437
129,2012/12/21,12.89099979,12.91899967,12.7869997,12.84599972,12.84599972,94092000,-0.017514348,21.54254556
130,2012/12/24,12.86499977,12.97500038,12.84799957,12.93099976,12.93099976,19688000,0.006616849,12.62838878
131,2012/12/26,12.85750008,12.87100029,12.40200043,12.43150043,12.43150043,83054000,-0.038628051,29.71385594
132,2012/12/27,12.41399956,12.46749973,12.14299965,12.41549969,12.41549969,72786000,-0.001287113,25.25677755
133,2012/12/28,12.29249954,12.37199974,12.25249958,12.25899982,12.25899982,37174000,-0.0126052,25.25677755
134,2012/12/31,12.1875,12.62049961,12.13749981,12.54349995,12.54349995,68380000,0.02320745,17.08546717
135,2013/1/2,12.8039999,12.90499973,12.66300011,12.86550045,12.86550045,65420000,0.025670706,20.79969916
136,2013/1/3,12.86349964,13.04399967,12.81849957,12.92399979,12.92399979,55018000,0.004546993,20.79969916
137,2013/1/4,12.87899971,12.98999977,12.83250046,12.95750046,12.95750046,37484000,0.002592129,24.69964275
138,2013/1/7,13.14850044,13.48649979,13.1335001,13.42300034,13.42300034,98200000,0.035925129,25.99962395
139,2013/1/8,13.35350037,13.44900036,13.17850018,13.31900024,13.31900024,60214000,-0.007747902,25.99962395
140,2013/1/9,13.40849972,13.47500038,13.27000046,13.31750011,13.31750011,45312000,-0.000112631,18.19973676
141,2013/1/10,13.42700005,13.43700027,13.11499977,13.2670002,13.2670002,57268000,-0.003791997,16.89975557
142,2013/1/11,13.25500011,13.42150021,13.20549965,13.39700031,13.39700031,48266000,0.009798757,22.09968036
143,2013/1/14,13.39999962,13.7130003,13.37699986,13.63650036,13.63650036,85500000,0.01787714,22.09968036
144,2013/1/15,13.5340004,13.63650036,13.46500015,13.59500027,13.59500027,46538000,-0.00304331,18.19973676
145,2013/1/16,13.52649975,13.56200027,13.39150047,13.44649982,13.44649982,41312000,-0.010923166,16.89975557
146,2013/1/17,13.57499981,13.59850025,13.46049976,13.52400017,13.52400017,37692000,0.005763607,22.09968036
147,2013/1/18,13.54150009,13.72500038,13.47999954,13.60599995,13.60599995,58840000,0.006063278,22.09968036
148,2013/1/22,13.58100033,13.60499954,13.46150017,13.50949955,13.50949955,42754000,-0.007092488,15.59977437
149,2013/1/23,13.5284996,13.55449963,13.33250046,13.40550041,13.40550041,50178000,-0.007698223,25.99962395
150,2013/1/24,13.46850014,13.83250046,13.46850014,13.67300034,13.67300034,68340000,0.01995449,31.19954874
151,2013/1/25,13.75,14.23600006,13.72000027,14.19950008,14.19950008,99362000,0.038506526,35.09949233
152,2013/1/28,14.18900013,14.22399998,13.72000027,13.80200005,13.80200005,86428000,-0.027993946,24.69964275
153,2013/1/29,13.76749992,13.77299976,12.91749954,13.01749992,13.01749992,203452000,-0.056839597,101.3985334
154,2013/1/30,14.14999962,14.21000004,13.35550022,13.63799953,13.63799953,261508000,0.047666573,129.9981197
155,2013/1/31,13.55200005,13.79699993,13.18500042,13.27499962,13.27499962,135442000,-0.026616801,59.79913508
156,2013/2/1,13.44649982,13.44649982,13.14000034,13.25,13.25,122300000,-0.00188321,45.49934191
157,2013/2/4,13.13899994,13.23400021,12.95349979,12.9989996,12.9989996,74472000,-0.018943427,29.89956754
158,2013/2/5,13.10000038,13.40149975,13.07299995,13.34449959,13.34449959,80258000,0.026578968,20.79969916
159,2013/2/6,13.25800037,13.34449959,13.05550003,13.11100006,13.11100006,55408000,-0.017497811,23.39966155
160,2013/2/7,13.20499992,13.20499992,12.75549984,13.01150036,13.01150036,79514000,-0.007589025,31.19954874
161,2013/2/8,13.06999969,13.26249981,13.02750015,13.09749985,13.09749985,77584000,0.006609498,22.09968036
162,2013/2/11,13.15999985,13.16250038,12.82999992,12.86050034,12.86050034,68074000,-0.018095019,22.09968036
163,2013/2/12,12.95950031,13.00800037,12.85000038,12.93500042,12.93500042,58874000,0.005792938,19.49971796
164,2013/2/13,13.07649994,13.49800014,13.01500034,13.47350025,13.47350025,105860000,0.041631219,33.79951113
165,2013/2/14,13.36849976,13.53250027,13.27000046,13.46199989,13.46199989,69260000,-0.000853554,23.39966155
166,2013/2/15,13.38150024,13.4460001,13.15550041,13.25450039,13.25450039,79598000,-0.015413721,25.99962395
167,2013/2/19,13.2954998,13.50549984,13.22500038,13.48750019,13.48750019,57084000,0.01757892,18.19973676
168,2013/2/20,13.51000023,13.71500015,13.31849957,13.32050037,13.32050037,70578000,-0.012381821,25.99962395
169,2013/2/21,13.25599957,13.47399998,13.16250038,13.29699993,13.29699993,72748000,-0.001764231,25.99962395
170,2013/2/22,13.33100033,13.35550022,13.08049965,13.27099991,13.27099991,62496000,-0.00195533,27.29960515
171,2013/2/25,13.34700012,13.43449974,12.98250008,12.99349976,12.99349976,60648000,-0.020910267,16.89975557
172,2013/2/26,13.04450035,13.10200024,12.78649998,12.96800041,12.96800041,66972000,-0.001962469,16.89975557
173,2013/2/27,12.97000027,13.29150009,12.84300041,13.16250038,13.16250038,58162000,0.014998455,18.19973676
174,2013/2/28,13.09049988,13.35000038,13.03149986,13.21350002,13.21350002,53344000,0.003874617,14.29979317
175,2013/3/1,13.16349983,13.32999992,13.05200005,13.2869997,13.2869997,59140000,0.005562469,20.79969916
176,2013/3/4,13.26799965,13.66499996,13.20699978,13.65550041,13.65550041,69060000,0.027733929,15.59977437
177,2013/3/5,13.69999981,13.83399963,13.49950027,13.77950001,13.77950001,73724000,0.00908056,25.99962395
178,2013/3/6,13.78800011,13.82450008,13.59150028,13.68949986,13.68949986,41014000,-0.006531453,12.99981197
179,2013/3/7,13.70499992,13.73999977,13.59249973,13.69400024,13.69400024,38780000,0.000328748,19.49971796
180,2013/3/8,13.75,13.77200031,13.57499981,13.70950031,13.70950031,37596000,0.001131888,23.39966155
181,2013/3/11,13.67150021,13.69950008,13.52000046,13.56200027,13.56200027,38098000,-0.010758965,16.89975557
182,2013/3/12,13.55000019,13.86999989,13.51799965,13.70650005,13.70650005,64924000,0.010654754,20.79969916
183,2013/3/13,13.76200008,13.82499981,13.63199997,13.75500011,13.75500011,37684000,0.003538472,15.59977437
184,2013/3/14,13.48349953,13.5,13.17650032,13.2869997,13.2869997,104534000,-0.034024021,22.09968036
185,2013/3/15,13.2489996,13.36299992,13.00249958,13.0909996,13.0909996,97318000,-0.014751268,22.09968036
186,2013/3/18,12.96500015,13.07450008,12.85599995,12.89449978,12.89449978,54404000,-0.015010299,22.09968036
187,2013/3/19,12.92000008,12.97500038,12.63099957,12.82050037,12.82050037,74770000,-0.005738835,24.69964275
188,2013/3/20,12.90250015,12.98799992,12.72749996,12.86400032,12.86400032,54778000,0.003392999,14.29979317
189,2013/3/21,12.80550003,12.85000038,12.63399982,12.66950035,12.66950035,56128000,-0.015119711,12.99981197
190,2013/3/22,12.72749996,12.88850021,12.60350037,12.88749981,12.88749981,62492000,0.017206634,16.89975557
191,2013/3/25,12.9289999,12.9715004,12.72500038,12.80099964,12.80099964,50278000,-0.006711943,15.59977437
192,2013/3/26,12.85249996,13.07400036,12.81400013,13.01550007,13.01550007,48420000,0.016756537,14.29979317
193,2013/3/27,12.9375,13.29650021,12.89500046,13.26500034,13.26500034,57498000,0.019169473,15.59977437
194,2013/3/28,13.29100037,13.36900043,13.20300007,13.32450008,13.32450008,49474000,0.004485468,19.49971796
195,2013/4/1,13.34899998,13.36999989,13.05049992,13.08049965,13.08049965,50496000,-0.018312164,15.59977437
196,2013/4/2,13.11999989,13.29450035,13.02750015,13.16600037,13.16600037,52622000,0.006536502,16.4664285
197,2013/4/3,13.10599995,13.18350029,12.88749981,12.95149994,12.95149994,48276000,-0.016291996,15.59977437
198,2013/4/4,12.96150017,13.02050018,12.80599976,12.95400047,12.95400047,39288000,0.000193069,15.59977437
199,2013/4/5,12.78600025,12.80900002,12.68350029,12.77400017,12.77400017,51148000,-0.013895345,20.79969916
200,2013/4/8,12.79599953,12.98400021,12.78149986,12.94750023,12.94750023,45912000,0.013582281,12.99981197
201,2013/4/9,12.94250011,13.13049984,12.85000038,13.05700016,13.05700016,43132000,0.008457226,16.4664285
202,2013/4/10,13.08899975,13.29899979,12.9659996,13.23849964,13.23849964,46450000,0.01390055,14.73312024
203,2013/4/11,13.23700047,13.54850006,13.23700047,13.49250031,13.49250031,61810000,0.019186514,17.33308263
204,2013/4/12,13.50599957,13.66349983,13.35099983,13.64350033,13.64350033,57326000,0.011191404,20.79969916
205,2013/4/15,13.5539999,13.75599957,13.35499954,13.38599968,13.38599968,66520000,-0.018873503,15.59977437
206,2013/4/16,13.46549988,13.64000034,13.40299988,13.61699963,13.61699963,42744000,0.017256832,14.73312024
207,2013/4/17,13.53999996,13.54249954,13.21249962,13.36999989,13.36999989,62702000,-0.018139072,14.73312024
208,2013/4/18,13.34049988,13.3494997,12.82999992,12.97099972,12.97099972,62752000,-0.029842945,16.4664285
209,2013/4/19,12.90799999,13.14400005,12.875,13.01599979,13.01599979,52050000,0.003469284,13.86646611
210,2013/4/22,12.96749973,13.22999954,12.90149975,13.17749977,13.17749977,42382000,0.012407804,19.0663909
211,2013/4/23,13.22500038,13.49349976,13.22500038,13.44499969,13.44499969,45412000,0.020299748,23.39966155
212,2013/4/24,13.47500038,13.57349968,13.34049988,13.43900013,13.43900013,37056000,-0.00044623,20.79969916
213,2013/4/25,13.57649994,13.78999996,13.52499962,13.73499966,13.73499966,122330000,0.022025413,75.39890945
214,2013/4/26,13.49849987,13.60099983,12.64050007,12.74050045,12.74050045,280600000,-0.072406205,86.66541316
215,2013/4/29,12.74499989,12.85050011,12.45750046,12.48700047,12.48700047,142340000,-0.019897176,29.46624048
216,2013/4/30,12.46850014,12.73400021,12.42800045,12.69050026,12.69050026,84976000,0.016296932,45.06601484
217,2013/5/1,12.69499969,12.71000004,12.28750038,12.41149998,12.41149998,87828000,-0.021984971,32.932857
218,2013/5/2,12.44699955,12.64649963,12.28899956,12.62749958,12.62749958,78724000,0.017403183,25.99962395
219,2013/5/3,12.80700016,12.96249962,12.73499966,12.90250015,12.90250015,70280000,0.021777912,26.86627808
220,2013/5/6,12.90450001,12.97500038,12.67099953,12.78600025,12.78600025,46956000,-0.00902925,25.99962395
221,2013/5/7,12.81550026,12.98700047,12.64550018,12.88650036,12.88650036,62674000,0.007860168,24.26631569
222,2013/5/8,12.84350014,13.01500034,12.76650047,12.93400002,12.93400002,53540000,0.003686001,19.0663909
223,2013/5/9,12.9364996,13.17749977,12.84399986,13.00800037,13.00800037,55386000,0.005721382,19.93304503
224,2013/5/10,13.04399967,13.18249989,13.01049995,13.18150043,13.18150043,62906000,0.01333795,24.26631569
225,2013/5/13,13.13850021,13.29399967,13.10000038,13.22550011,13.22550011,42990000,0.003337987,22.53300742
226,2013/5/14,13.22500038,13.47000027,13.20149994,13.41650009,13.41650009,54000000,0.014441797,29.46624048
227,2013/5/15,13.35350037,13.45250034,13.22799969,13.32800007,13.32800007,54410000,-0.006596357,26.86627808
228,2013/5/16,13.29800034,13.42150021,13.19250011,13.20600033,13.20600033,32870000,-0.009153642,17.33308263
229,2013/5/17,13.29150009,13.4989996,13.25,13.49499989,13.49499989,50546000,0.021883958,20.79969916
230,2013/5/20,13.44999981,13.58950043,13.32499981,13.38150024,13.38150024,44180000,-0.008410496,18.19973676
231,2013/5/21,13.43700027,13.53849983,13.38300037,13.44299984,13.44299984,34824000,0.004595867,19.0663909
232,2013/5/22,13.36950016,13.37950039,13.03999996,13.14799976,13.14799976,66640000,-0.021944512,20.79969916
233,2013/5/23,13.02449989,13.15849972,12.97949982,13.09000015,13.09000015,40006000,-0.004411288,25.99962395
234,2013/5/24,12.99250031,13.0965004,12.91699982,13.08699989,13.08699989,33926000,-0.000229202,26.86627808
235,2013/5/28,13.32400036,13.55500031,13.30000019,13.36450005,13.36450005,69420000,0.02120426,18.19973676
236,2013/5/29,13.27299976,13.41250038,13.24199963,13.27649975,13.27649975,38068000,-0.006584631,21.66635329
237,2013/5/30,13.28549957,13.42850018,13.28050041,13.34150028,13.34150028,33350000,0.004895909,17.33308263
238,2013/5/31,13.30000019,13.59549999,13.29699993,13.46000004,13.46000004,67486000,0.008882041,18.19973676
239,2013/6/3,13.44799995,13.45549965,13.14750004,13.34399986,13.34399986,50878000,-0.008618141,12.99981197
240,2013/6/4,13.35000038,13.44400024,13.15100002,13.28499985,13.28499985,41772000,-0.004421464,19.0663909
241,2013/6/5,13.29049969,13.58300018,13.2510004,13.35849953,13.35849953,70246000,0.005532531,19.93304503
242,2013/6/6,13.38749981,13.52499962,13.21049976,13.39150047,13.39150047,49526000,0.002470408,28.59958634
243,2013/6/7,13.48700047,14.00500011,13.45650005,13.84350014,13.84350014,92652000,0.033752727,19.0663909
244,2013/6/10,13.83399963,14.12349987,13.76200008,14.05350018,14.05350018,61730000,0.015169577,20.79969916
245,2013/6/11,13.80000019,13.9204998,13.71199989,13.73900032,13.73900032,61956000,-0.022378756,17.33308263
246,2013/6/12,13.82999992,13.84000015,13.52250004,13.58349991,13.58349991,44778000,-0.011318175,12.13315784
247,2013/6/13,13.57499981,13.84000015,13.51449966,13.78950024,13.78950024,52996000,0.015165482,15.59977437
248,2013/6/14,13.75,13.85350037,13.67199993,13.69950008,13.69950008,43016000,-0.006526716,14.73312024
249,2013/6/17,13.81750011,14.01000023,13.78250027,13.90299988,13.90299988,57680000,0.014854542,19.0663909
250,2013/6/18,13.95400047,14.14550018,13.90550041,14.0880003,14.0880003,42922000,0.013306511,15.59977437
251,2013/6/19,14.06299973,14.16699982,13.89350033,13.90799999,13.90799999,56550000,-0.012776853,19.0663909
